"identif","ds","carga","intensidad","ocupacion","vmed","vel.med","carga.med","carga.15","vmed.15","carga.30","vmed.30","carga.45","vmed.45","Hora","diaSemana","diaMes","Mes","fechaTrunc","Dia_semana","festivo","Tipo de Festivo","Festividad"
"PM10001",2016-11-29 03:30:00,0.03,116,1,53.7434324,0.1639255,0.4127924,0.03,-0.2073285,0.03,-0.4039915,0.03,-0.1091562,"03","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 04:30:00,0.04,212,1,53.7434324,0.1639255,0.4127924,0.02,0.283956,0.03,0.6276906,0.04,0.4802487,"04","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 04:45:00,0.02,168,0,21.0240956,0.1639255,0.4127924,0.03,0.6278552,0.04,0.4803074,0.05,0.3820145,"04","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 05:00:00,0.03,204,0,46.4724736,0.1639255,0.4127924,0.04,0.4804698,0.05,0.382052,0.09,0.7258341,"05","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 05:15:00,0.04,280,0,35.5660206,0.1639255,0.4127924,0.05,0.3822129,0.09,0.725946,0.07,0.7749512,"05","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 05:30:00,0.05,333,1,28.2950618,0.1639255,0.4127924,0.09,0.7261121,0.07,0.7750737,0.15,0.7258341,"05","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 05:45:00,0.09,508,1,53.7434324,0.1639255,0.4127924,0.07,0.7752406,0.15,0.725946,0.2,0.8240682,"05","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 06:00:00,0.07,560,1,57.3789192,0.1639255,0.4127924,0.15,0.7261121,0.2,0.8242015,0.3,0.7749512,"06","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 06:15:00,0.15,932,2,53.7434324,0.1639255,0.4127924,0.2,0.824369,0.3,0.7750737,0.39,0.7258341,"06","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 06:30:00,0.2,1333,3,61.0143986,0.1639255,0.4127924,0.3,0.7752406,0.39,0.725946,0.55,0.4802487,"06","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 06:45:00,0.3,1932,5,57.3789192,0.1639255,0.4127924,0.39,0.7261121,0.55,0.4803074,0.69,0.3328975,"06","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 07:00:00,0.39,2604,7,53.7434324,0.1639255,0.4127924,0.55,0.4804698,0.69,0.3329243,0.83,0.038195,"07","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 07:15:00,0.55,3760,9,35.5660206,0.1639255,0.4127924,0.69,0.3330845,0.83,0.03815797,0.86,-0.3547416,"07","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 07:30:00,0.69,4847,11,24.659575,0.1639255,0.4127924,0.83,0.03831374,0.86,-0.3548638,0.84,-1.042381,"07","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 07:45:00,0.83,5871,15,2.84668158,0.1639255,0.4127924,0.86,-0.3547139,0.84,-1.042652,0.83,-0.8459124,"07","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 11:00:00,0.56,3741,12,17.3886088,0.1639255,0.4127924,0.57,0.3822129,0.58,0.2346688,0.58,0.2837804,"11","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 11:15:00,0.57,3844,9,28.2950618,0.1639255,0.4127924,0.58,0.2348276,0.58,0.2837966,0.6,0.1855462,"11","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 11:30:00,0.58,3896,12,17.3886088,0.1639255,0.4127924,0.58,0.283956,0.6,0.1855411,0.6,0.2346633,"11","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 11:45:00,0.58,4011,11,21.0240956,0.1639255,0.4127924,0.6,0.1856991,0.6,0.2346688,0.63,0.1364292,"11","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 12:00:00,0.6,4140,12,13.7531294,0.1639255,0.4127924,0.6,0.2348276,0.63,0.1364134,0.61,0.1855462,"12","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 12:15:00,0.6,4136,11,17.3886088,0.1639255,0.4127924,0.63,0.1365706,0.61,0.1855411,0.62,0.1855462,"12","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 12:30:00,0.63,4308,14,10.11765,0.1639255,0.4127924,0.61,0.1856991,0.62,0.1855411,0.67,0.08731208,"12","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 12:45:00,0.61,4124,11,13.7531294,0.1639255,0.4127924,0.62,0.1856991,0.67,0.08728569,0.68,0.1364292,"12","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 13:00:00,0.62,4356,12,13.7531294,0.1639255,0.4127924,0.67,0.08744219,0.68,0.1364134,0.72,0.1855462,"13","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 13:15:00,0.67,4576,12,6.48216394,0.1639255,0.4127924,0.68,0.1365706,0.72,0.1855411,0.73,0.1364292,"13","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 13:30:00,0.68,4724,13,10.11765,0.1639255,0.4127924,0.72,0.1856991,0.73,0.1364134,0.81,0.038195,"13","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 13:45:00,0.72,5020,14,13.7531294,0.1639255,0.4127924,0.73,0.1365706,0.81,0.03815797,0.79,-0.5512099,"13","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 14:00:00,0.73,5185,14,10.11765,0.1639255,0.4127924,0.81,0.03831374,0.79,-0.5513747,0.64,0.038195,"14","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 14:15:00,0.81,5616,16,2.84668158,0.1639255,0.4127924,0.79,-0.5512277,0.64,0.03815797,0.64,0.2346633,"14","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 14:45:00,0.64,4495,14,2.84668158,0.1639255,0.4127924,0.64,0.2348276,0.76,0.08728569,0.75,0.038195,"14","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 15:00:00,0.64,4492,11,17.3886088,0.1639255,0.4127924,0.76,0.08744219,0.75,0.03815797,0.7,0.1364292,"15","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 15:15:00,0.76,5381,13,6.48216394,0.1639255,0.4127924,0.75,0.03831374,0.7,0.1364134,0.69,0.2346633,"15","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 15:30:00,0.75,5309,15,2.84668158,0.1639255,0.4127924,0.7,0.1365706,0.69,0.2346688,0.75,0.2837804,"15","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 15:45:00,0.7,4792,13,10.11765,0.1639255,0.4127924,0.69,0.2348276,0.75,0.2837966,0.8,-0.2073904,"15","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 16:00:00,0.69,4801,14,17.3886088,0.1639255,0.4127924,0.75,0.283956,0.8,-0.2074806,0.76,-0.5512099,"16","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 16:15:00,0.75,5264,14,21.0240956,0.1639255,0.4127924,0.8,-0.2073285,0.76,-0.5513747,0.76,-0.5512099,"16","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 20:45:00,0.62,4240,12,6.48216394,0.1639255,0.4127924,0.56,0.1856991,0.55,0.1855411,0.54,0.1855462,"20","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 21:00:00,0.56,3843,12,13.7531294,0.1639255,0.4127924,0.55,0.1856991,0.54,0.1855411,0.44,0.4311316,"21","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 21:15:00,0.55,3808,10,13.7531294,0.1639255,0.4127924,0.54,0.1856991,0.44,0.4311797,0.39,0.3820145,"21","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 21:30:00,0.54,3705,12,13.7531294,0.1639255,0.4127924,0.44,0.4313414,0.39,0.382052,0.41,0.4802487,"21","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 21:45:00,0.44,2940,8,31.9305412,0.1639255,0.4127924,0.39,0.3822129,0.41,0.4803074,0.36,0.3820145,"21","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 22:00:00,0.39,2568,7,28.2950618,0.1639255,0.4127924,0.41,0.4804698,0.36,0.382052,0.25,0.4311316,"22","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 22:15:00,0.41,2824,7,35.5660206,0.1639255,0.4127924,0.36,0.3822129,0.25,0.4311797,0.23,0.6275999,"22","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 22:30:00,0.36,2416,8,28.2950618,0.1639255,0.4127924,0.25,0.4313414,0.23,0.6276906,0.21,0.5784828,"22","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 22:45:00,0.25,1616,4,31.9305412,0.1639255,0.4127924,0.23,0.6278552,0.21,0.5785629,0.18,0.6275999,"22","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 23:00:00,0.23,1412,4,46.4724736,0.1639255,0.4127924,0.21,0.5787268,0.18,0.6276906,0.15,0.6275999,"23","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 23:15:00,0.21,1400,3,42.8369868,0.1639255,0.4127924,0.18,0.6278552,0.15,0.6276906,0.13,0.676717,"23","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 23:30:00,0.18,1151,3,46.4724736,0.1639255,0.4127924,0.15,0.6278552,0.13,0.6768183,0.14,0.5293658,"23","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-29 23:45:00,0.15,960,3,46.4724736,0.1639255,0.4127924,0.13,0.6769837,0.14,0.5294352,0.11,0.7258341,"23","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10001",2016-11-30 00:00:00,0.13,812,2,50.107953,0.1639255,0.4127924,0.14,0.5295983,0.11,0.725946,0.09,0.5293658,"00","Tuesday","29","11",2016-11-30,"miercoles","laborable",NA,NA
"PM10001",2016-11-30 00:15:00,0.14,896,3,39.2015074,0.1639255,0.4127924,0.11,0.7261121,0.09,0.5294352,0.07,0.676717,"00","Tuesday","29","11",2016-11-30,"miercoles","laborable",NA,NA
"PM10001",2016-11-30 00:30:00,0.11,695,2,53.7434324,0.1639255,0.4127924,0.09,0.5295983,0.07,0.6768183,0.06,0.6275999,"00","Tuesday","29","11",2016-11-30,"miercoles","laborable",NA,NA
"PM10001",2016-11-30 00:45:00,0.09,548,2,39.2015074,0.1639255,0.4127924,0.07,0.6769837,0.06,0.6276906,0.04,0.5293658,"00","Tuesday","29","11",2016-11-30,"miercoles","laborable",NA,NA
"PM10005",2016-11-29 05:30:00,0.03,64,0,2.84668158,0.03871371,0.3220621,0.04,-0.4529708,0.05,1.168095,0.08,1.069654,"05","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 06:00:00,0.05,120,0,86.462784,0.03871371,0.3220621,0.08,1.070011,0.13,1.462862,0.21,1.266122,"06","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 06:15:00,0.08,177,1,79.19184,0.03871371,0.3220621,0.13,1.463039,0.21,1.266351,0.3,1.217005,"06","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 06:30:00,0.13,304,2,108.27569,0.03871371,0.3220621,0.21,1.266525,0.3,1.217223,0.5,0.7749512,"06","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 06:45:00,0.21,444,3,93.733728,0.03871371,0.3220621,0.3,1.217397,0.5,0.7750737,0.53,0.6275999,"06","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 07:00:00,0.3,684,4,90.098256,0.03871371,0.3220621,0.5,0.7752406,0.53,0.6276906,0.54,0.3328975,"07","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 07:15:00,0.5,1136,7,57.3789192,0.03871371,0.3220621,0.53,0.6278552,0.54,0.3329243,0.57,-0.5512099,"07","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 07:30:00,0.53,1229,9,46.4724736,0.03871371,0.3220621,0.54,0.3330845,0.57,-0.5513747,0.51,-1.484434,"07","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 07:45:00,0.54,1212,10,24.659575,0.03871371,0.3220621,0.57,-0.5512277,0.51,-1.484801,0.58,-2.221191,"07","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 10:15:00,0.43,924,9,10.11765,0.03871371,0.3220621,0.46,0.1365706,0.53,-0.01096975,0.52,0.5293658,"10","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 10:30:00,0.46,1024,9,10.11765,0.03871371,0.3220621,0.53,-0.01081472,0.52,0.5294352,0.5,0.6275999,"10","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 11:00:00,0.52,1160,9,39.2015074,0.03871371,0.3220621,0.5,0.6278552,0.48,0.4803074,0.45,0.5293658,"11","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 11:15:00,0.5,1128,9,46.4724736,0.03871371,0.3220621,0.48,0.4804698,0.45,0.5294352,0.49,0.5293658,"11","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 11:30:00,0.48,1076,9,35.5660206,0.03871371,0.3220621,0.45,0.5295983,0.49,0.5294352,0.51,0.2837804,"11","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 11:45:00,0.45,984,8,39.2015074,0.03871371,0.3220621,0.49,0.5295983,0.51,0.2837966,0.5,0.4802487,"11","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 12:00:00,0.49,1128,9,39.2015074,0.03871371,0.3220621,0.51,0.283956,0.5,0.4803074,0.47,0.4802487,"12","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 12:15:00,0.51,1151,10,21.0240956,0.03871371,0.3220621,0.5,0.4804698,0.47,0.4803074,0.47,0.5293658,"12","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 12:30:00,0.5,1161,10,35.5660206,0.03871371,0.3220621,0.47,0.4804698,0.47,0.5294352,0.48,0.3820145,"12","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 12:45:00,0.47,1076,9,35.5660206,0.03871371,0.3220621,0.47,0.5295983,0.48,0.382052,0.53,0.4802487,"12","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 13:00:00,0.47,1056,9,39.2015074,0.03871371,0.3220621,0.48,0.3822129,0.53,0.4803074,0.56,0.5293658,"13","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 13:15:00,0.48,1100,9,28.2950618,0.03871371,0.3220621,0.53,0.4804698,0.56,0.5294352,0.55,0.3328975,"13","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 13:30:00,0.53,1196,10,35.5660206,0.03871371,0.3220621,0.56,0.5295983,0.55,0.3329243,0.61,-0.01092208,"13","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 13:45:00,0.56,1269,10,39.2015074,0.03871371,0.3220621,0.55,0.3330845,0.61,-0.01096975,0.58,-1.877371,"13","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 14:00:00,0.55,1244,11,24.659575,0.03871371,0.3220621,0.61,-0.01081472,0.58,-1.877823,0.53,-0.4038587,"14","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 15:00:00,0.47,1072,8,39.2015074,0.03871371,0.3220621,0.49,0.4313414,0.47,0.3329243,0.53,0.4802487,"15","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 15:15:00,0.49,1108,8,31.9305412,0.03871371,0.3220621,0.47,0.3330845,0.53,0.4803074,0.46,0.5784828,"15","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 15:30:00,0.47,1080,10,24.659575,0.03871371,0.3220621,0.53,0.4804698,0.46,0.5785629,0.51,0.4311316,"15","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 15:45:00,0.53,1192,10,35.5660206,0.03871371,0.3220621,0.46,0.5787268,0.51,0.4311797,0.53,0.2346633,"15","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 16:00:00,0.46,1056,8,42.8369868,0.03871371,0.3220621,0.51,0.4313414,0.53,0.2346688,0.5,0.038195,"16","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 16:15:00,0.51,1177,9,31.9305412,0.03871371,0.3220621,0.53,0.2348276,0.5,0.03815797,0.57,-0.01092208,"16","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 16:30:00,0.53,1164,11,17.3886088,0.03871371,0.3220621,0.5,0.03831374,0.57,-0.01096975,0.54,-0.3056245,"16","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 16:45:00,0.5,1131,11,2.84668158,0.03871371,0.3220621,0.57,-0.01081472,0.54,-0.3057361,0.57,-0.5512099,"16","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 20:45:00,0.44,948,8,21.0240956,0.03871371,0.3220621,0.41,0.3822129,0.37,0.5294352,0.38,0.5293658,"20","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 21:00:00,0.41,912,8,28.2950618,0.03871371,0.3220621,0.37,0.5295983,0.38,0.5294352,0.31,0.8240682,"21","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 21:15:00,0.37,832,7,39.2015074,0.03871371,0.3220621,0.38,0.5295983,0.31,0.8242015,0.31,0.676717,"21","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 21:30:00,0.38,860,6,39.2015074,0.03871371,0.3220621,0.31,0.824369,0.31,0.6768183,0.26,0.7749512,"21","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 21:45:00,0.31,680,5,61.0143986,0.03871371,0.3220621,0.31,0.6769837,0.26,0.7750737,0.26,0.8731853,"21","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 22:00:00,0.31,676,6,50.107953,0.03871371,0.3220621,0.26,0.7752406,0.26,0.8733292,0.2,0.9223024,"22","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 22:15:00,0.26,565,5,57.3789192,0.03871371,0.3220621,0.26,0.8734975,0.2,0.9224569,0.14,0.9714195,"22","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 22:30:00,0.26,588,6,64.6498854,0.03871371,0.3220621,0.2,0.9226259,0.14,0.9715846,0.17,0.9714195,"22","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 22:45:00,0.2,420,3,68.2853648,0.03871371,0.3220621,0.14,0.9717544,0.17,0.9715846,0.14,0.9714195,"22","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 23:00:00,0.14,321,2,71.9208442,0.03871371,0.3220621,0.17,0.9717544,0.14,0.9715846,0.12,1.167888,"23","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 23:15:00,0.17,344,2,71.9208442,0.03871371,0.3220621,0.14,0.9717544,0.12,1.168095,0.09,1.217005,"23","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 23:30:00,0.14,276,2,71.9208442,0.03871371,0.3220621,0.12,1.168268,0.09,1.217223,0.12,0.9223024,"23","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-29 23:45:00,0.12,237,2,86.462784,0.03871371,0.3220621,0.09,1.217397,0.12,0.9224569,0.09,0.9223024,"23","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10005",2016-11-30 00:00:00,0.09,200,0,90.098256,0.03871371,0.3220621,0.12,0.9226259,0.09,0.9224569,0.09,0.8731853,"00","Tuesday","29","11",2016-11-30,"miercoles","laborable",NA,NA
"PM10005",2016-11-30 00:15:00,0.12,236,2,68.2853648,0.03871371,0.3220621,0.09,0.9226259,0.09,0.8733292,0.06,1.118771,"00","Tuesday","29","11",2016-11-30,"miercoles","laborable",NA,NA
"PM10005",2016-11-30 00:30:00,0.09,187,2,68.2853648,0.03871371,0.3220621,0.09,0.8734975,0.06,1.118968,0.04,0.2837804,"00","Tuesday","29","11",2016-11-30,"miercoles","laborable",NA,NA
"PM10005",2016-11-30 00:45:00,0.09,183,2,64.6498854,0.03871371,0.3220621,0.06,1.11914,0.04,0.2837966,0.04,-0.06003915,"00","Tuesday","29","11",2016-11-30,"miercoles","laborable",NA,NA
"PM10021",2016-11-29 01:00:00,0.07,423,1,86.462784,1.004577,0.4329719,0.05,1.364782,0.04,1.413734,0.04,1.167888,"01","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 01:15:00,0.05,297,1,101.004672,1.004577,0.4329719,0.04,1.413911,0.04,1.168095,0.04,0.8731853,"01","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 01:30:00,0.04,239,1,104.640218,1.004577,0.4329719,0.04,1.168268,0.04,0.8733292,0.02,1.217005,"01","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 01:45:00,0.04,264,1,86.462784,1.004577,0.4329719,0.04,0.8734975,0.02,1.217223,0.03,0.6275999,"01","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 02:00:00,0.04,180,0,64.6498854,1.004577,0.4329719,0.02,1.217397,0.03,0.6276906,0.02,-0.06003915,"02","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 02:15:00,0.02,172,0,90.098256,1.004577,0.4329719,0.03,0.6278552,0.02,-0.06009747,0.03,0.4802487,"02","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 02:30:00,0.03,141,0,46.4724736,1.004577,0.4329719,0.02,-0.05994317,0.03,0.4803074,0.02,0.7258341,"02","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 03:00:00,0.03,127,0,35.5660206,1.004577,0.4329719,0.02,0.7261121,0.03,0.382052,0.03,0.676717,"03","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 03:15:00,0.02,132,0,53.7434324,1.004577,0.4329719,0.03,0.3822129,0.03,0.6768183,0.03,0.6275999,"03","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 03:30:00,0.03,124,0,28.2950618,1.004577,0.4329719,0.03,0.6769837,0.03,0.6276906,0.03,1.020537,"03","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 03:45:00,0.03,136,0,50.107953,1.004577,0.4329719,0.03,0.6278552,0.03,1.020712,0.04,1.217005,"03","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 04:00:00,0.03,120,0,46.4724736,1.004577,0.4329719,0.03,1.020883,0.04,1.217223,0.04,1.413473,"04","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 04:15:00,0.03,168,0,75.556294,1.004577,0.4329719,0.04,1.217397,0.04,1.413734,0.04,1.364356,"04","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
"PM10021",2016-11-29 04:30:00,0.04,201,1,90.098256,1.004577,0.4329719,0.04,1.413911,0.04,1.364606,0.04,1.167888,"04","Tuesday","29","11",2016-11-29,"martes","laborable",NA,NA
