"fecha","prec","prec_norm","prec_zscore"
2016-05-18,0,0,-0.308145639943706
2016-05-19,0,0,-0.308145639943706
2016-05-20,0,0,-0.308145639943706
2016-05-21,0,0,-0.308145639943706
2016-05-22,0,0,-0.308145639943706
2016-05-23,0,0,-0.308145639943706
2016-05-24,0,0,-0.308145639943706
2016-05-25,0,0,-0.308145639943706
2016-05-26,0,0,-0.308145639943706
2016-05-27,0,0,-0.308145639943706
2016-05-28,4.2,0.151079136690647,0.903426011309039
2016-05-29,0,0,-0.308145639943706
2016-05-30,0,0,-0.308145639943706
2016-05-31,0,0,-0.308145639943706
2016-06-01,0,0,-0.308145639943706
2016-06-02,0,0,-0.308145639943706
2016-06-03,0.6,0.0215827338129496,-0.135063975479028
2016-06-04,0,0,-0.308145639943706
2016-06-05,0,0,-0.308145639943706
2016-06-06,0,0,-0.308145639943706
2016-06-07,0,0,-0.308145639943706
2016-06-08,0,0,-0.308145639943706
2016-06-09,0,0,-0.308145639943706
2016-06-10,0,0,-0.308145639943706
2016-06-11,0,0,-0.308145639943706
2016-06-12,0,0,-0.308145639943706
2016-06-13,0,0,-0.308145639943706
2016-06-14,0,0,-0.308145639943706
2016-06-15,0.5,0.0179856115107914,-0.163910919556475
2016-06-16,0,0,-0.308145639943706
2016-06-17,0,0,-0.308145639943706
2016-06-18,0,0,-0.308145639943706
2016-06-19,0,0,-0.308145639943706
2016-06-20,0,0,-0.308145639943706
2016-06-21,0,0,-0.308145639943706
2016-06-22,0,0,-0.308145639943706
2016-06-23,0,0,-0.308145639943706
2016-06-24,0,0,-0.308145639943706
2016-06-25,0,0,-0.308145639943706
2016-06-26,0,0,-0.308145639943706
2016-06-27,0,0,-0.308145639943706
2016-06-28,0,0,-0.308145639943706
2016-06-29,0,0,-0.308145639943706
2016-06-30,0,0,-0.308145639943706
2016-07-01,0,0,-0.308145639943706
2016-07-02,0,0,-0.308145639943706
2016-07-03,0,0,-0.308145639943706
2016-07-04,0.2,0.00719424460431655,-0.250451751788814
2016-07-05,5.5,0.197841726618705,1.27843628431584
2016-07-06,5.7,0.205035971223022,1.33613017247073
2016-07-07,0,0,-0.308145639943706
2016-07-08,0,0,-0.308145639943706
2016-07-09,0,0,-0.308145639943706
2016-07-10,0,0,-0.308145639943706
2016-07-11,0,0,-0.308145639943706
2016-07-12,0,0,-0.308145639943706
2016-07-13,0,0,-0.308145639943706
2016-07-14,0,0,-0.308145639943706
2016-07-15,0,0,-0.308145639943706
2016-07-16,0,0,-0.308145639943706
2016-07-17,0,0,-0.308145639943706
2016-07-18,0,0,-0.308145639943706
2016-07-19,0,0,-0.308145639943706
2016-07-20,0,0,-0.308145639943706
2016-07-21,0,0,-0.308145639943706
2016-07-22,0,0,-0.308145639943706
2016-07-23,0,0,-0.308145639943706
2016-07-24,0,0,-0.308145639943706
2016-07-25,0,0,-0.308145639943706
2016-07-26,0,0,-0.308145639943706
2016-07-27,0,0,-0.308145639943706
2016-07-28,0,0,-0.308145639943706
2016-07-29,0,0,-0.308145639943706
2016-07-30,0,0,-0.308145639943706
2016-07-31,0,0,-0.308145639943706
2016-08-01,0,0,-0.308145639943706
2016-08-02,0,0,-0.308145639943706
2016-08-03,0,0,-0.308145639943706
2016-08-04,0,0,-0.308145639943706
2016-08-05,0,0,-0.308145639943706
2016-08-06,0,0,-0.308145639943706
2016-08-07,0,0,-0.308145639943706
2016-08-08,0,0,-0.308145639943706
2016-08-09,0,0,-0.308145639943706
2016-08-10,0,0,-0.308145639943706
2016-08-11,0,0,-0.308145639943706
2016-08-12,0,0,-0.308145639943706
2016-08-13,0,0,-0.308145639943706
2016-08-14,0,0,-0.308145639943706
2016-08-15,0,0,-0.308145639943706
2016-08-16,0,0,-0.308145639943706
2016-08-17,0,0,-0.308145639943706
2016-08-18,0,0,-0.308145639943706
2016-08-19,0,0,-0.308145639943706
2016-08-20,0,0,-0.308145639943706
2016-08-21,0,0,-0.308145639943706
2016-08-22,0,0,-0.308145639943706
2016-08-23,0,0,-0.308145639943706
2016-08-24,0,0,-0.308145639943706
2016-08-25,0,0,-0.308145639943706
2016-08-26,0,0,-0.308145639943706
2016-08-27,0,0,-0.308145639943706
2016-08-28,0,0,-0.308145639943706
2016-08-29,0,0,-0.308145639943706
2016-08-30,0,0,-0.308145639943706
2016-08-31,0,0,-0.308145639943706
2016-09-01,0,0,-0.308145639943706
2016-09-02,0,0,-0.308145639943706
2016-09-03,0,0,-0.308145639943706
2016-09-04,0,0,-0.308145639943706
2016-09-05,0,0,-0.308145639943706
2016-09-06,0,0,-0.308145639943706
2016-09-07,0,0,-0.308145639943706
2016-09-08,0,0,-0.308145639943706
2016-09-09,0,0,-0.308145639943706
2016-09-10,0,0,-0.308145639943706
2016-09-11,0,0,-0.308145639943706
2016-09-12,0.9,0.0323741007194245,-0.0485231432466895
2016-09-13,7,0.251798561151079,1.71114044547753
2016-09-14,0.2,0.00719424460431655,-0.250451751788814
2016-09-15,0,0,-0.308145639943706
2016-09-16,0,0,-0.308145639943706
2016-09-17,0,0,-0.308145639943706
2016-09-18,0,0,-0.308145639943706
2016-09-19,0,0,-0.308145639943706
2016-09-20,0,0,-0.308145639943706
2016-09-21,0,0,-0.308145639943706
2016-09-22,0,0,-0.308145639943706
2016-09-23,0,0,-0.308145639943706
2016-09-24,0,0,-0.308145639943706
2016-09-25,0,0,-0.308145639943706
2016-09-26,0,0,-0.308145639943706
2016-09-27,0,0,-0.308145639943706
2016-09-28,0,0,-0.308145639943706
2016-09-29,0,0,-0.308145639943706
2016-09-30,0,0,-0.308145639943706
2016-10-01,0,0,-0.308145639943706
2016-10-02,0,0,-0.308145639943706
2016-10-03,0,0,-0.308145639943706
2016-10-04,0,0,-0.308145639943706
2016-10-05,0,0,-0.308145639943706
2016-10-06,0,0,-0.308145639943706
2016-10-07,0,0,-0.308145639943706
2016-10-08,0,0,-0.308145639943706
2016-10-09,0,0,-0.308145639943706
2016-10-10,0,0,-0.308145639943706
2016-10-11,6,0.215827338129496,1.42267100470307
2016-10-12,13.3,0.47841726618705,3.52849792235665
2016-10-13,1.1,0.039568345323741,0.00917074490820314
2016-10-14,0.4,0.0143884892086331,-0.192757863633921
2016-10-15,0,0,-0.308145639943706
2016-10-16,0,0,-0.308145639943706
2016-10-17,5,0.179856115107914,1.13420156392861
2016-10-18,6.1,0.219424460431655,1.45151794878052
2016-10-19,4.7,0.169064748201439,1.04766073169627
2016-10-20,1.9,0.0683453237410072,0.239946297527774
2016-10-21,0.3,0.0107913669064748,-0.221604807711367
2016-10-22,21.8,0.784172661870504,5.98048816893959
2016-10-23,12.8,0.460431654676259,3.38426320196942
2016-10-24,0.6,0.0215827338129496,-0.135063975479028
2016-10-25,1.4,0.0503597122302158,0.095711577140542
2016-10-26,0,0,-0.308145639943706
2016-10-27,0,0,-0.308145639943706
2016-10-28,0,0,-0.308145639943706
2016-10-29,0,0,-0.308145639943706
2016-10-30,0,0,-0.308145639943706
2016-10-31,0,0,-0.308145639943706
2016-11-01,0,0,-0.308145639943706
2016-11-02,0,0,-0.308145639943706
2016-11-03,5.5,0.197841726618705,1.27843628431584
2016-11-04,11.7,0.420863309352518,3.06694681711751
2016-11-05,14.4,0.517985611510791,3.84581430720856
2016-11-06,0,0,-0.308145639943706
2016-11-07,0.6,0.0215827338129496,-0.135063975479028
2016-11-08,0.2,0.00719424460431655,-0.250451751788814
2016-11-09,0,0,-0.308145639943706
2016-11-10,0,0,-0.308145639943706
2016-11-11,0,0,-0.308145639943706
2016-11-12,0,0,-0.308145639943706
2016-11-13,0,0,-0.308145639943706
2016-11-14,0,0,-0.308145639943706
2016-11-15,0,0,-0.308145639943706
2016-11-16,0,0,-0.308145639943706
2016-11-17,0,0,-0.308145639943706
2016-11-18,0,0,-0.308145639943706
2016-11-19,5.7,0.205035971223022,1.33613017247073
2016-11-20,15.7,0.564748201438849,4.22082458021536
2016-11-21,0.1,0.00359712230215827,-0.27929869586626
2016-11-22,0.1,0.00359712230215827,-0.27929869586626
2016-11-23,1.4,0.0503597122302158,0.095711577140542
2016-11-24,0,0,-0.308145639943706
2016-11-25,12.4,0.446043165467626,3.26887542565964
2016-11-26,19.9,0.715827338129496,5.43239623146811
2016-11-27,7,0.251798561151079,1.71114044547753
2016-11-28,0,0,-0.308145639943706
2016-11-29,1,0.0359712230215827,-0.0196761991692432
2016-11-30,0,0,-0.308145639943706
2016-12-01,0,0,-0.308145639943706
2016-12-02,0,0,-0.308145639943706
2016-12-03,12.1,0.435251798561151,3.1823345934273
2016-12-04,5.3,0.190647482014388,1.22074239616095
2016-12-05,0,0,-0.308145639943706
2016-12-06,0,0,-0.308145639943706
2016-12-07,0,0,-0.308145639943706
2016-12-08,0,0,-0.308145639943706
2016-12-09,0,0,-0.308145639943706
2016-12-10,0,0,-0.308145639943706
2016-12-11,0,0,-0.308145639943706
2016-12-12,0,0,-0.308145639943706
2016-12-13,0,0,-0.308145639943706
2016-12-14,5.8,0.20863309352518,1.36497711654818
2016-12-15,3.8,0.136690647482014,0.788038234999253
2016-12-16,2.8,0.100719424460432,0.49956879422479
2016-12-17,0,0,-0.308145639943706
2016-12-18,0,0,-0.308145639943706
2016-12-19,0,0,-0.308145639943706
2016-12-20,0,0,-0.308145639943706
2016-12-21,0,0,-0.308145639943706
2016-12-22,0,0,-0.308145639943706
2016-12-23,0,0,-0.308145639943706
2016-12-24,0,0,-0.308145639943706
2016-12-25,0,0,-0.308145639943706
2016-12-26,0,0,-0.308145639943706
2016-12-27,0,0,-0.308145639943706
2016-12-28,0,0,-0.308145639943706
2016-12-29,0,0,-0.308145639943706
2016-12-30,0,0,-0.308145639943706
2016-12-31,0,0,-0.308145639943706
2017-01-01,0,0,-0.308145639943706
2017-01-02,0,0,-0.308145639943706
2017-01-03,0,0,-0.308145639943706
2017-01-04,0,0,-0.308145639943706
2017-01-05,0,0,-0.308145639943706
2017-01-06,0,0,-0.308145639943706
2017-01-07,0,0,-0.308145639943706
2017-01-08,0,0,-0.308145639943706
2017-01-09,0,0,-0.308145639943706
2017-01-10,0,0,-0.308145639943706
2017-01-11,0,0,-0.308145639943706
2017-01-12,0,0,-0.308145639943706
2017-01-13,0,0,-0.308145639943706
2017-01-14,0,0,-0.308145639943706
2017-01-15,0,0,-0.308145639943706
2017-01-16,0,0,-0.308145639943706
2017-01-17,0,0,-0.308145639943706
2017-01-18,0,0,-0.308145639943706
2017-01-19,0,0,-0.308145639943706
2017-01-20,0,0,-0.308145639943706
2017-01-21,0,0,-0.308145639943706
2017-01-22,0,0,-0.308145639943706
2017-01-23,0,0,-0.308145639943706
2017-01-24,0,0,-0.308145639943706
2017-01-25,0,0,-0.308145639943706
2017-01-26,12.5,0.449640287769784,3.29772236973708
2017-01-27,7.5,0.26978417266187,1.85537516586477
2017-01-28,0,0,-0.308145639943706
2017-01-29,1.5,0.0539568345323741,0.124558521217988
2017-01-30,0,0,-0.308145639943706
2017-01-31,0,0,-0.308145639943706
2017-02-01,4.2,0.151079136690647,0.903426011309039
2017-02-02,3,0.107913669064748,0.557262682379683
2017-02-03,0.2,0.00719424460431655,-0.250451751788814
2017-02-04,3.7,0.133093525179856,0.759191290921807
2017-02-05,0,0,-0.308145639943706
2017-02-06,0,0,-0.308145639943706
2017-02-07,0.8,0.0287769784172662,-0.0773700873241358
2017-02-08,0,0,-0.308145639943706
2017-02-09,0,0,-0.308145639943706
2017-02-10,4.5,0.161870503597122,0.989966843541377
2017-02-11,9.7,0.348920863309352,2.49000793556859
2017-02-12,16.5,0.593525179856115,4.45160013283493
2017-02-13,0.7,0.0251798561151079,-0.106217031401582
2017-02-14,0,0,-0.308145639943706
2017-02-15,0,0,-0.308145639943706
2017-02-16,0,0,-0.308145639943706
2017-02-17,0,0,-0.308145639943706
2017-02-18,0,0,-0.308145639943706
2017-02-19,0,0,-0.308145639943706
2017-02-20,0,0,-0.308145639943706
2017-02-21,0,0,-0.308145639943706
2017-02-22,0,0,-0.308145639943706
2017-02-23,1.5,0.0539568345323741,0.124558521217988
2017-02-24,0,0,-0.308145639943706
2017-02-25,0,0,-0.308145639943706
2017-02-26,0,0,-0.308145639943706
2017-02-27,0,0,-0.308145639943706
2017-02-28,0,0,-0.308145639943706
2017-03-01,0,0,-0.308145639943706
2017-03-02,0,0,-0.308145639943706
2017-03-03,2.1,0.0755395683453237,0.297640185682666
2017-03-04,0,0,-0.308145639943706
2017-03-05,0,0,-0.308145639943706
2017-03-06,0,0,-0.308145639943706
2017-03-07,0,0,-0.308145639943706
2017-03-08,0,0,-0.308145639943706
2017-03-09,0,0,-0.308145639943706
2017-03-10,0,0,-0.308145639943706
2017-03-11,0,0,-0.308145639943706
2017-03-12,0,0,-0.308145639943706
2017-03-13,0,0,-0.308145639943706
2017-03-14,0,0,-0.308145639943706
2017-03-15,0,0,-0.308145639943706
2017-03-16,0,0,-0.308145639943706
2017-03-17,0,0,-0.308145639943706
2017-03-18,0,0,-0.308145639943706
2017-03-19,0,0,-0.308145639943706
2017-03-20,0,0,-0.308145639943706
2017-03-21,0,0,-0.308145639943706
2017-03-22,2.4,0.0863309352517986,0.384181017915005
2017-03-23,5.1,0.183453237410072,1.16304850800606
2017-03-24,4.5,0.161870503597122,0.989966843541377
2017-03-25,2.9,0.10431654676259,0.528415738302237
2017-03-26,2.1,0.0755395683453237,0.297640185682666
2017-03-27,0.1,0.00359712230215827,-0.27929869586626
2017-03-28,0,0,-0.308145639943706
2017-03-29,0,0,-0.308145639943706
2017-03-30,0,0,-0.308145639943706
2017-03-31,0,0,-0.308145639943706
2017-04-01,0,0,-0.308145639943706
2017-04-02,0,0,-0.308145639943706
2017-04-03,0,0,-0.308145639943706
2017-04-04,0,0,-0.308145639943706
2017-04-05,0,0,-0.308145639943706
2017-04-06,0,0,-0.308145639943706
2017-04-07,0,0,-0.308145639943706
2017-04-08,0,0,-0.308145639943706
2017-04-09,0,0,-0.308145639943706
2017-04-10,0,0,-0.308145639943706
2017-04-11,0,0,-0.308145639943706
2017-04-12,0,0,-0.308145639943706
2017-04-13,0,0,-0.308145639943706
2017-04-14,0,0,-0.308145639943706
2017-04-15,0,0,-0.308145639943706
2017-04-16,0,0,-0.308145639943706
2017-04-17,0,0,-0.308145639943706
2017-04-18,0,0,-0.308145639943706
2017-04-19,2.5,0.0899280575539568,0.413027961992451
2017-04-20,0,0,-0.308145639943706
2017-04-21,0,0,-0.308145639943706
2017-04-22,0,0,-0.308145639943706
2017-04-23,0,0,-0.308145639943706
2017-04-24,1.3,0.0467625899280576,0.0668646330630957
2017-04-25,0,0,-0.308145639943706
2017-04-26,0.2,0.00719424460431655,-0.250451751788814
2017-04-27,0,0,-0.308145639943706
2017-04-28,3.3,0.118705035971223,0.643803514612022
2017-04-29,4.5,0.161870503597122,0.989966843541377
2017-04-30,0.6,0.0215827338129496,-0.135063975479028
2017-05-01,0,0,-0.308145639943706
2017-05-02,0,0,-0.308145639943706
2017-05-03,0,0,-0.308145639943706
2017-05-04,0,0,-0.308145639943706
2017-05-05,0.3,0.0107913669064748,-0.221604807711367
2017-05-06,0,0,-0.308145639943706
2017-05-07,0,0,-0.308145639943706
2017-05-08,0,0,-0.308145639943706
2017-05-09,0,0,-0.308145639943706
2017-05-10,15,0.539568345323741,4.01889597167324
2017-05-11,3.4,0.122302158273381,0.672650458689468
2017-05-12,2.1,0.0755395683453237,0.297640185682666
2017-05-13,0,0,-0.308145639943706
2017-05-14,0,0,-0.308145639943706
2017-05-15,0,0,-0.308145639943706
2017-05-16,0,0,-0.308145639943706
2017-05-17,6.3,0.226618705035971,1.50921183693541
2017-05-18,0,0,-0.308145639943706
2017-05-19,0,0,-0.308145639943706
2017-05-20,0,0,-0.308145639943706
2017-05-21,0,0,-0.308145639943706
2017-05-22,0,0,-0.308145639943706
2017-05-23,0,0,-0.308145639943706
2017-05-24,0,0,-0.308145639943706
2017-05-25,0,0,-0.308145639943706
2017-05-26,0,0,-0.308145639943706
2017-05-27,0,0,-0.308145639943706
2017-05-28,0,0,-0.308145639943706
2017-05-29,0,0,-0.308145639943706
2017-05-30,0,0,-0.308145639943706
2017-05-31,0,0,-0.308145639943706
2017-06-01,0,0,-0.308145639943706
2017-06-02,0.6,0.0215827338129496,-0.135063975479028
2017-06-03,0,0,-0.308145639943706
2017-06-04,0,0,-0.308145639943706
2017-06-05,0,0,-0.308145639943706
2017-06-06,0,0,-0.308145639943706
2017-06-07,0,0,-0.308145639943706
2017-06-08,0,0,-0.308145639943706
2017-06-09,0,0,-0.308145639943706
2017-06-10,0,0,-0.308145639943706
2017-06-11,0,0,-0.308145639943706
2017-06-12,0,0,-0.308145639943706
2017-06-13,0,0,-0.308145639943706
2017-06-14,0,0,-0.308145639943706
2017-06-15,0.1,0.00359712230215827,-0.27929869586626
2017-06-16,0,0,-0.308145639943706
2017-06-17,0,0,-0.308145639943706
2017-06-18,0,0,-0.308145639943706
2017-06-19,0.5,0.0179856115107914,-0.163910919556475
2017-06-20,0,0,-0.308145639943706
2017-06-21,0,0,-0.308145639943706
2017-06-22,0,0,-0.308145639943706
2017-06-23,0,0,-0.308145639943706
2017-06-24,0,0,-0.308145639943706
2017-06-25,3.4,0.122302158273381,0.672650458689468
2017-06-26,0.1,0.00359712230215827,-0.27929869586626
2017-06-27,0,0,-0.308145639943706
2017-06-28,0,0,-0.308145639943706
2017-06-29,0,0,-0.308145639943706
2017-06-30,0,0,-0.308145639943706
2017-07-01,0,0,-0.308145639943706
2017-07-02,0,0,-0.308145639943706
2017-07-03,0,0,-0.308145639943706
2017-07-04,0,0,-0.308145639943706
2017-07-05,3.5,0.12589928057554,0.701497402766914
2017-07-06,25.2,0.906474820143885,6.96128426757276
2017-07-07,19.3,0.694244604316547,5.25931456700343
2017-07-08,1.3,0.0467625899280576,0.0668646330630957
2017-07-09,0,0,-0.308145639943706
2017-07-10,0,0,-0.308145639943706
2017-07-11,0,0,-0.308145639943706
2017-07-12,0,0,-0.308145639943706
2017-07-13,0,0,-0.308145639943706
2017-07-14,0,0,-0.308145639943706
2017-07-15,0,0,-0.308145639943706
2017-07-16,0,0,-0.308145639943706
2017-07-17,0,0,-0.308145639943706
2017-07-18,0,0,-0.308145639943706
2017-07-19,0,0,-0.308145639943706
2017-07-20,0,0,-0.308145639943706
2017-07-21,0,0,-0.308145639943706
2017-07-22,0,0,-0.308145639943706
2017-07-23,0,0,-0.308145639943706
2017-07-24,0,0,-0.308145639943706
2017-07-25,0,0,-0.308145639943706
2017-07-26,0,0,-0.308145639943706
2017-07-27,0,0,-0.308145639943706
2017-07-28,0,0,-0.308145639943706
2017-07-29,0,0,-0.308145639943706
2017-07-30,0,0,-0.308145639943706
2017-07-31,0,0,-0.308145639943706
2017-08-01,0,0,-0.308145639943706
2017-08-02,0,0,-0.308145639943706
2017-08-03,0,0,-0.308145639943706
2017-08-04,0,0,-0.308145639943706
2017-08-05,0,0,-0.308145639943706
2017-08-06,0,0,-0.308145639943706
2017-08-07,0,0,-0.308145639943706
2017-08-08,0,0,-0.308145639943706
2017-08-09,0,0,-0.308145639943706
2017-08-10,0,0,-0.308145639943706
2017-08-11,0,0,-0.308145639943706
2017-08-12,0,0,-0.308145639943706
2017-08-13,0,0,-0.308145639943706
2017-08-14,0,0,-0.308145639943706
2017-08-15,0,0,-0.308145639943706
2017-08-16,0,0,-0.308145639943706
2017-08-17,0,0,-0.308145639943706
2017-08-18,0,0,-0.308145639943706
2017-08-19,0,0,-0.308145639943706
2017-08-20,0,0,-0.308145639943706
2017-08-21,0,0,-0.308145639943706
2017-08-22,0,0,-0.308145639943706
2017-08-23,0,0,-0.308145639943706
2017-08-24,0,0,-0.308145639943706
2017-08-25,0,0,-0.308145639943706
2017-08-26,0.8,0.0287769784172662,-0.0773700873241358
2017-08-27,0.3,0.0107913669064748,-0.221604807711367
2017-08-28,24.9,0.89568345323741,6.87474343534042
2017-08-29,0,0,-0.308145639943706
2017-08-30,0,0,-0.308145639943706
2017-08-31,0,0,-0.308145639943706
2017-09-01,0,0,-0.308145639943706
2017-09-02,0,0,-0.308145639943706
2017-09-03,0,0,-0.308145639943706
2017-09-04,0,0,-0.308145639943706
2017-09-05,0,0,-0.308145639943706
2017-09-06,0,0,-0.308145639943706
2017-09-07,0,0,-0.308145639943706
2017-09-08,0,0,-0.308145639943706
2017-09-09,0,0,-0.308145639943706
2017-09-10,0,0,-0.308145639943706
2017-09-11,0,0,-0.308145639943706
2017-09-12,0,0,-0.308145639943706
2017-09-13,0,0,-0.308145639943706
2017-09-14,0,0,-0.308145639943706
2017-09-15,0,0,-0.308145639943706
2017-09-16,0,0,-0.308145639943706
2017-09-17,0,0,-0.308145639943706
2017-09-18,0,0,-0.308145639943706
2017-09-19,0,0,-0.308145639943706
2017-09-20,0,0,-0.308145639943706
2017-09-21,0,0,-0.308145639943706
2017-09-22,0,0,-0.308145639943706
2017-09-23,0,0,-0.308145639943706
2017-09-24,0,0,-0.308145639943706
2017-09-25,0,0,-0.308145639943706
2017-09-26,0,0,-0.308145639943706
2017-09-27,0,0,-0.308145639943706
2017-09-28,0,0,-0.308145639943706
2017-09-29,0,0,-0.308145639943706
2017-09-30,0,0,-0.308145639943706
2017-10-01,0,0,-0.308145639943706
2017-10-02,0,0,-0.308145639943706
2017-10-03,0,0,-0.308145639943706
2017-10-04,0,0,-0.308145639943706
