"identif","vmed"
"PM10013","1.00072325586244"
"PM10021","0.0234751986791483"
"PM10091","1.03879785549296"
"PM10092","0.569211126716571"
"PM10141","1.21647932043538"
"PM10142","0.975340189442096"
"PM10211","0.581902659926744"
"PM10212","1.12763858796417"
"PM10241","1.02610632228279"
"PM10242","1.02610632228279"
"PM10341","1.02610632228279"
"PM10342","1.11494705475399"
"PM10343","1.00072325586244"
"PM10344","1.0641809219133"
"PM10401","0.975340189442096"
"PM10402","1.07687245512348"
"PM10441","1.0641809219133"
"PM10442","1.03879785549296"
"PM10444","0.619977259557262"
"PM10472","1.05148938870313"
"PM10501","1.19109625401503"
"PM10502","0.962648656231923"
"PM10561","0.962648656231923"
"PM10611","1.10225552154382"
"PM10612","1.05148938870313"
"PM10661","1.14033012117434"
"PM10662","1.01341478907261"
"PM10711","0.949957123021751"
"PM10712","0.873807923760715"
"PM30754","0.924574056601405"
"PM10831","1.08956398833365"
"PM10832","0.924574056601405"
"PM10861","1.17840472080486"
"PM10862","1.14033012117434"
"PM10865","1.15302165438451"
"PM10901","1.08956398833365"
"PM10902","1.03879785549296"
"PM10907","1.11494705475399"
"PM10941","1.05148938870313"
"PM10942","0.810350257709852"
"PM10945","0.949957123021751"
"PM10948","1.02610632228279"
"PM10981","0.772275658079334"
"PM10982","1.03879785549296"
"PM10985","1.07687245512348"
"PM11071","1.08956398833365"
"PM11074","1.02610632228279"
"PM11101","1.2037877872252"
"PM11102","0.0234751986791483"
"PM11108","0.784967191289506"
"PM11161","0.924574056601405"
"PM11168","0.89919099018106"
"PM11201","1.0641809219133"
"PM11208","1.02610632228279"
"PM11301","1.00072325586244"
"PM11303","1.02610632228279"
"PM11981","1.10225552154382"
"PM12061","0.746892591658988"
"PM12121","0.784967191289506"
"PM12122","0.835733324130197"
"PM12211","0.835733324130197"
"PM12241","0.823041790920024"
"PM12331","0.89919099018106"
"PM12342","0.911882523391233"
"PM12391","0.988031722652268"
"PM12471","1.03879785549296"
"PM12502","0.0234751986791483"
"PM12571","0.89919099018106"
"PM12572","0.784967191289506"
"PM12622","0.0234751986791483"
"PM12641","0.0234751986791483"
"PM12721","0.0234751986791483"
"PM12781","1.22917085364555"
"PM12851","1.17840472080486"
"PM12921","1.2037877872252"
"PM12961","0.975340189442096"
"PM12981","1.07687245512348"
"PM13011","1.16571318759469"
"PM13014","1.07687245512348"
"PM13041","1.15302165438451"
"PM13044","0.949957123021751"
"PM13101","1.0641809219133"
"PM13103","1.05148938870313"
"PM13104","1.07687245512348"
"PM13181","1.0641809219133"
"PM13202","1.07687245512348"
"PM13212","1.10225552154382"
"PM13221","1.07687245512348"
"PM13222","0.924574056601405"
"PM20021","1.08956398833365"
"PM20025","1.07687245512348"
"PM20026","1.07687245512348"
"PM20041","1.07687245512348"
"PM20042","1.0641809219133"
"PM20151","1.03879785549296"
"PM20152","1.02610632228279"
"PM20231","1.02610632228279"
"PM20232","1.0641809219133"
"PM20233","0.0234751986791483"
"PM20261","1.12763858796417"
"PM20262","1.05148938870313"
"PM20321","1.0641809219133"
"PM20322","0.0234751986791483"
"PM20327","0.721509525238643"
"PM20411","0.734201058448816"
"PM20412","1.02610632228279"
"PM20441","1.08956398833365"
"PM20442","0.924574056601405"
"PM20471","1.10225552154382"
"PM20472","1.05148938870313"
"PM20473","0.937265589811578"
"PM20571","0.988031722652268"
"PM20572","1.07687245512348"
"PM20661","0.988031722652268"
"PM20662","0.924574056601405"
"PM20664","0.975340189442096"
"PM20721","1.11494705475399"
"PM20722","0.949957123021751"
"PM20742","0.988031722652268"
"PM207731","1.16571318759469"
"PM20831","1.02610632228279"
"PM20832","1.16571318759469"
"PM20834","0.937265589811578"
"PM20851","0.89919099018106"
"PM20852","1.05148938870313"
"PM20854","1.01341478907261"
"PM20873","1.07687245512348"
"PM20911","0.988031722652268"
"PM20912","0.962648656231923"
"PM20913","1.16571318759469"
"PM20971","1.10225552154382"
"PM20972","1.16571318759469"
"PM20976","1.16571318759469"
"PM21081","1.05148938870313"
"PM21148","1.10225552154382"
"PM21181","1.03879785549296"
"PM21185","1.15302165438451"
"PM21188","1.02610632228279"
"PM21192","0.89919099018106"
"PM21193","1.0641809219133"
"PM21231","1.11494705475399"
"PM21236","0.911882523391233"
"PM21301","0.937265589811578"
"PM21307","0.683434925608125"
"PM21941","0.911882523391233"
"PM22081","0.84842485734037"
"PM22082","0.975340189442096"
"PM22121","1.12763858796417"
"PM22211","1.01341478907261"
"PM22241","0.949957123021751"
"PM22341","1.00072325586244"
"PM22391","0.784967191289506"
"PM22392","0.949957123021751"
"PM22471","1.03879785549296"
"PM22571","0.581902659926744"
"PM22572","1.03879785549296"
"PM22641","0.683434925608125"
"PM22721","1.03879785549296"
"PM22781","1.24186238685572"
"PM22851","0.759584124869161"
"PM22901","0.0234751986791483"
"PM22971","1.11494705475399"
"PM23011","0.861116390550542"
"PM23071","0.708817992028471"
"PM23073","0.886499456970887"
"PM23111","0.0234751986791483"
"PM23181","0.0234751986791483"
"PM23187","0.835733324130197"
"PM23221","1.08956398833365"
"PM23222","0.784967191289506"
"PM30461","1.07687245512348"
"PM30462","0.975340189442096"
"PM30471","1.14033012117434"
"PM30472","0.949957123021751"
"PM30752","1.05148938870313"
"PM30753","1.10225552154382"
"PM30901","0.708817992028471"
"PM30902","1.03879785549296"
"PM31263","0.924574056601405"
"PM31264","0.645360325977607"
"PM31301","0.65805185918778"
"PM31451","1.26724545327607"
"PM31452","1.03879785549296"
"PM31453","1.02610632228279"
"PM31801","0.924574056601405"
"PM31851","0.823041790920024"
"PM31852","1.11494705475399"
"PM31881","0.0234751986791483"
"PM31882","0.861116390550542"
"PM31891","0.0234751986791483"
"PM31892","0.759584124869161"
"PM32051","1.01341478907261"
"PM32351","0.988031722652268"
"PM32352","0.0234751986791483"
"PM33031","0.84842485734037"
"PM33032","0.0234751986791483"
"PM33151","0.0234751986791483"
"PM33152","0.886499456970887"
"PM33201","0.670743392397953"
"PM33202","0.797658724499679"
"PM33221","0.0234751986791483"
"PM33222","0.0234751986791483"
"PM40442","0.886499456970887"
"PM40461","0.861116390550542"
"PM40751","1.15302165438451"
"PM40752","0.480370394245363"
"PM40753","0.594594193136917"
"PM40754","1.2037877872252"
"PM40755","0.0234751986791483"
"PM40901","1.2037877872252"
"PM40902","0.861116390550542"
"PM41261","1.03879785549296"
"PM41262","0.937265589811578"
"PM41301","1.29262851969641"
"PM41302","0.988031722652268"
"PM41351","1.17840472080486"
"PM41451","1.05148938870313"
"PM41452","1.03879785549296"
"PM41453","0.797658724499679"
"PM41801","1.31801158611676"
"PM41802","1.05148938870313"
"PM41851","1.30532005290658"
"PM41852","1.05148938870313"
"PM41853","0.645360325977607"
"PM41881","0.0234751986791483"
"PM41882","1.11494705475399"
"PM41891","0.0234751986791483"
"PM41892","1.05148938870313"
"PM42051","0.962648656231923"
"PM42052","0.746892591658988"
"PM42351","1.05148938870313"
"PM42352","1.01341478907261"
"PM42353","0.0234751986791483"
"PM43001","1.01341478907261"
"PM43011","0.89919099018106"
"PM43012","1.00072325586244"
"PM43021","0.0234751986791483"
"PM43022","1.00072325586244"
"PM43031","1.03879785549296"
"PM43032","0.962648656231923"
"PM43151","1.07687245512348"
"PM43152","0.569211126716571"
"PM43201","0.493061927455536"
"PM43202","0.0234751986791483"
"PM43221","0.0234751986791483"
"PM43222","1.30532005290658"
"PM43223","1.10225552154382"
"PM20667","0.975340189442096"
"PM20942",NA
"PM22502","0.759584124869161"
"PM40462","0.683434925608125"
"PM40463","0.797658724499679"
"PM41861",NA
"PM41454",NA
"03FL08PM01",NA
"03FL08PM02",NA
"03FL20PM01",NA
"03FL56PM01",NA
"03FT08PM01",NA
"03FT52PM01",NA
"04FL12PM01",NA
"04FL92PM01",NA
"04FT14PM01",NA
"04FT74PM01",NA
"04TL40PM01",NA
"04TL40PM02",NA
"04TL40PM03",NA
"04TL40PM04",NA
"05FT10PM01",NA
"05FT37PM01",NA
"05FT66PM01",NA
"05TL00PM01",NA
"05TL00PM02",NA
"05TL00PM03",NA
"08RE14PM01",NA
"08RE66PM01",NA
"08RL21PM01",NA
"08RR02PM01",NA
"08RR18PM01",NA
"09NC51PM01",NA
"09XC09PM01",NA
"09XC37PM01",NA
"10NC18PM01",NA
"10NC76PM01",NA
"10XC18PM01",NA
"10XC82PM01",NA
"11NC43PM01",NA
"11RE20PM01",NA
"11RE59PM01",NA
"11RE59PM02",NA
"11XC46PM01",NA
"12NC07PM01",NA
"12NC63PM01",NA
"12XC06PM01",NA
"12XC63PM01",NA
"13NC25PM01",NA
"13NC95PM01",NA
"13NL60PM01",NA
"13XC26PM01",NA
"13XC97PM01",NA
"13XL49PM01",NA
"14NC58PM01",NA
"14NC96PM01",NA
"14NL24PM01",NA
"14NL78PM01",NA
"14RA02PM01",NA
"14RA15PM01",NA
"14RC10PM01",NA
"14RE35PM01",NA
