"identif","vmed"
"PM10013","1.05148938870313"
"PM10021","0.759584124869161"
"PM10091","0.962648656231923"
"PM10092","0.632668792767435"
"PM10141","1.17840472080486"
"PM10142","1.01341478907261"
"PM10211","0.632668792767435"
"PM10212","1.11494705475399"
"PM10241","1.03879785549296"
"PM10242","1.15302165438451"
"PM10341","1.05148938870313"
"PM10342","1.22917085364555"
"PM10343","1.00072325586244"
"PM10344","1.14033012117434"
"PM10401","1.19109625401503"
"PM10402","1.15302165438451"
"PM10441","1.21647932043538"
"PM10442","0.0234751986791483"
"PM10444","0.645360325977607"
"PM10472","1.0641809219133"
"PM10501","1.12763858796417"
"PM10502","1.01341478907261"
"PM10561","1.02610632228279"
"PM10611","1.01341478907261"
"PM10612","0.962648656231923"
"PM10661","1.12763858796417"
"PM10662","0.886499456970887"
"PM10711","1.02610632228279"
"PM10712","0.0234751986791483"
"PM30754","1.03879785549296"
"PM10831","1.0641809219133"
"PM10832","0.861116390550542"
"PM10861","1.14033012117434"
"PM10862","1.14033012117434"
"PM10865","1.16571318759469"
"PM10901","1.07687245512348"
"PM10902","1.08956398833365"
"PM10907","0.975340189442096"
"PM10941","0.84842485734037"
"PM10942","0.84842485734037"
"PM10945","1.05148938870313"
"PM10948","1.16571318759469"
"PM10981","0.975340189442096"
"PM10982","1.14033012117434"
"PM10985","1.11494705475399"
"PM11071","1.07687245512348"
"PM11074","1.15302165438451"
"PM11101","1.22917085364555"
"PM11102","1.02610632228279"
"PM11108","0.746892591658988"
"PM11161","1.0641809219133"
"PM11168","0.911882523391233"
"PM11201","0.0234751986791483"
"PM11208","1.14033012117434"
"PM11301","1.25455392006589"
"PM11303","1.25455392006589"
"PM11981","1.0641809219133"
"PM12061","0.721509525238643"
"PM12121","0.823041790920024"
"PM12122","0.201156663621565"
"PM12211","0.772275658079334"
"PM12241","0.759584124869161"
"PM12331","1.05148938870313"
"PM12342","0.0234751986791483"
"PM12391","0.962648656231923"
"PM12471","0.0234751986791483"
"PM12502","0.0234751986791483"
"PM12571","1.19109625401503"
"PM12572","1.10225552154382"
"PM12622","0.0234751986791483"
"PM12641","0.0234751986791483"
"PM12721","0.0234751986791483"
"PM12781","1.12763858796417"
"PM12851","1.10225552154382"
"PM12921","1.31801158611676"
"PM12961","0.937265589811578"
"PM12981","1.14033012117434"
"PM13011","1.12763858796417"
"PM13014","0.975340189442096"
"PM13041","1.17840472080486"
"PM13044","-1.58834951901278"
"PM13101","1.10225552154382"
"PM13103","0.988031722652268"
"PM13104","1.15302165438451"
"PM13181","1.07687245512348"
"PM13202","1.10225552154382"
