"identif","vmed"
"PM10013","1.32252108958477"
"PM10021","0.0406762353573294"
"PM10091","0.0406762353573294"
"PM10092","0.0406762353573294"
"PM10141","1.15753115785252"
"PM10142","1.2590634235339"
"PM10211","0.548337563764235"
"PM10212","1.14483962464235"
"PM10241","1.24637189032373"
"PM10242","1.13214809143218"
"PM10341","1.19560575748304"
"PM10342","1.23368035711356"
"PM10343","1.20829729069321"
"PM10344","1.119456558222"
"PM10401","1.10676502501183"
"PM10402","1.30982955637459"
"PM10441","1.03061582575079"
"PM10442","1.03061582575079"
"PM10444","0.637178296235443"
"PM10472","1.05599889217114"
"PM10501","1.19560575748304"
"PM10502","1.22098882390338"
"PM10561","0.0406762353573294"
"PM10611","1.119456558222"
"PM10612","0.840242827598205"
"PM10661","1.18291422427287"
"PM10662","0.891008960438896"
"PM10711","0.992541226120277"
"PM10712","0.0406762353573294"
"PM30754","0.992541226120277"
"PM10831","1.06869042538131"
"PM10832","0.916392026859241"
"PM10861","1.24637189032373"
"PM10862","1.119456558222"
"PM10865","1.33521262279494"
"PM10901","1.01792429254062"
"PM10902","1.119456558222"
"PM10907","0.903700493649068"
"PM10941","0.979849692910104"
"PM10942","0.0406762353573294"
"PM10945","0.81485976117786"
"PM10948","0.0406762353573294"
"PM10981","1.15753115785252"
"PM10982","1.06869042538131"
"PM10985","1.17022269106269"
"PM11071","0.0406762353573294"
"PM11074","0.0406762353573294"
"PM11101","1.08138195859149"
"PM11102","1.27175495674407"
"PM11108","0.0406762353573294"
"PM11161","0.967158159699932"
"PM11168","0.0406762353573294"
"PM11201","0.0406762353573294"
"PM11208","1.20829729069321"
"PM11301","1.14483962464235"
"PM11303","1.19560575748304"
"PM11981","0.802168227967687"
"PM12061","0.751402095126997"
"PM12121","0.726019028706652"
"PM12122","0.675252895865961"
"PM12211","0.0406762353573294"
"PM12241","0.0406762353573294"
"PM12331","0.0406762353573294"
"PM12342","0.0406762353573294"
"PM12391","0.0406762353573294"
"PM12471","1.08138195859149"
"PM12502","0.0406762353573294"
"PM12571","0.865625894018551"
"PM12572","0.979849692910104"
"PM12622","0.0406762353573294"
"PM12641","0.0406762353573294"
"PM12721","0.0406762353573294"
"PM12781","1.19560575748304"
"PM12851","0.827551294388033"
"PM12921","1.20829729069321"
"PM12961","0.0406762353573294"
"PM12981","0.992541226120277"
"PM13011","1.24637189032373"
"PM13014","1.05599889217114"
"PM13041","1.37328722242546"
"PM13044","0.0406762353573294"
"PM13101","1.10676502501183"
"PM13103","1.05599889217114"
"PM13104","1.43674488847632"
"PM13181","1.06869042538131"
"PM13202","1.20829729069321"
"PM13212","1.27175495674407"
"PM13221","1.13214809143218"
"PM13222","0.0406762353573294"
"PM20021","1.19560575748304"
"PM20025","0.967158159699932"
"PM20026","0.967158159699932"
"PM20041","1.08138195859149"
"PM20042","1.06869042538131"
"PM20151","1.01792429254062"
"PM20152","1.2590634235339"
"PM20231","1.01792429254062"
"PM20232","1.24637189032373"
"PM20233","0.0406762353573294"
"PM20261","1.05599889217114"
"PM20262","1.23368035711356"
"PM20321","1.119456558222"
"PM20322","0.827551294388033"
"PM20327","0.0406762353573294"
"PM20411","0.0406762353573294"
