"identif","vmed"
"PM10013","1.00072325586244"
"PM10021","0.531136527086054"
"PM10091","0.873807923760715"
"PM10092","0.493061927455536"
"PM10141","1.07687245512348"
"PM10142","1.02610632228279"
"PM10211","0.569211126716571"
"PM10212","1.0641809219133"
"PM10241","1.03879785549296"
"PM10242","1.05148938870313"
"PM10341","0.975340189442096"
"PM10342","1.05148938870313"
"PM10343","1.01341478907261"
"PM10344","1.10225552154382"
"PM10401","0.975340189442096"
"PM10402","0.759584124869161"
"PM10441","1.0641809219133"
"PM10442","0.962648656231923"
"PM10444","0.594594193136917"
"PM10472","1.00072325586244"
"PM10501","1.12763858796417"
"PM10502","1.01341478907261"
"PM10561","0.988031722652268"
"PM10611","1.03879785549296"
"PM10612","0.949957123021751"
"PM10661","1.11494705475399"
"PM10662","1.10225552154382"
"PM10711","0.949957123021751"
"PM10712","0.886499456970887"
"PM30754","0.937265589811578"
"PM10831","1.01341478907261"
"PM10832","0.797658724499679"
"PM10861","1.15302165438451"
"PM10862","1.12763858796417"
"PM10865","1.14033012117434"
"PM10901","1.07687245512348"
"PM10902","1.02610632228279"
"PM10907","1.11494705475399"
"PM10941","1.10225552154382"
"PM10942","0.861116390550542"
"PM10945","1.00072325586244"
"PM10948","1.03879785549296"
"PM10981","0.988031722652268"
"PM10982","1.07687245512348"
"PM10985","1.10225552154382"
"PM11071","1.08956398833365"
"PM11074","0.975340189442096"
"PM11101","1.08956398833365"
"PM11102","1.17840472080486"
"PM11108","0.873807923760715"
"PM11161","0.835733324130197"
"PM11168","0.89919099018106"
"PM11201","1.01341478907261"
"PM11208","1.2037877872252"
"PM11301","1.21647932043538"
"PM11303","1.19109625401503"
"PM11981","0.975340189442096"
"PM12061","0.772275658079334"
"PM12121","0.708817992028471"
"PM12122","0.772275658079334"
"PM12211","0.797658724499679"
"PM12241","0.0234751986791483"
"PM12331","0.861116390550542"
"PM12342","0.0234751986791483"
"PM12391","0.861116390550542"
"PM12471","1.02610632228279"
"PM12502","0.975340189442096"
"PM12571","0.911882523391233"
"PM12572","0.746892591658988"
"PM12622","0.759584124869161"
"PM12641","0.797658724499679"
"PM12721","0.975340189442096"
"PM12781","1.2037877872252"
"PM12851","0.0234751986791483"
"PM12921","1.21647932043538"
"PM12961","0.89919099018106"
"PM12981","1.02610632228279"
"PM13011","1.14033012117434"
"PM13014","0.988031722652268"
"PM13041","1.17840472080486"
"PM13044","0.0234751986791483"
"PM13101","1.12763858796417"
"PM13103","1.12763858796417"
"PM13104","1.17840472080486"
"PM13181","1.12763858796417"
"PM13202","1.15302165438451"
"PM13212","1.16571318759469"
"PM13221","1.08956398833365"
"PM13222","0.0234751986791483"
"PM20021","1.14033012117434"
"PM20025","1.0641809219133"
"PM20026","1.11494705475399"
"PM20041","1.07687245512348"
"PM20042","1.01341478907261"
"PM20151","1.05148938870313"
"PM20152","1.03879785549296"
"PM20231","1.14033012117434"
"PM20232","1.05148938870313"
"PM20233","1.12763858796417"
"PM20261","1.16571318759469"
"PM20262","1.05148938870313"
"PM20321","1.0641809219133"
"PM20322","0.797658724499679"
"PM20327","0.734201058448816"
"PM20411","0.683434925608125"
"PM20412","1.10225552154382"
"PM20441","1.12763858796417"
"PM20442","1.03879785549296"
"PM20471","1.2037877872252"
"PM20472","1.14033012117434"
"PM20473","0.772275658079334"
"PM20571","1.11494705475399"
"PM20572","1.21647932043538"
"PM20661","1.03879785549296"
"PM20662","1.03879785549296"
"PM20664","0.89919099018106"
"PM20721","1.11494705475399"
"PM20722","0.759584124869161"
"PM20742","1.03879785549296"
"PM207731","0.937265589811578"
"PM20831","1.17840472080486"
"PM20832","1.11494705475399"
"PM20834","1.08956398833365"
"PM20851","0.988031722652268"
"PM20852","1.02610632228279"
"PM20854","0.823041790920024"
"PM20873","1.00072325586244"
"PM20911","1.33070311932693"
"PM20912","0.873807923760715"
"PM20913","1.03879785549296"
"PM20971","1.19109625401503"
"PM20972","1.21647932043538"
"PM20976","1.10225552154382"
"PM21081","1.07687245512348"
"PM21148","1.15302165438451"
