"identif","carga.15","intensidad.15","ocupacion.15","velocidad.15","Hora","diaSemana","diaMes","Mes"
"PM10013","0","780","3","77","00","Wednesday","29","11"
"PM10021","0","900","2","40","00","Wednesday","29","11"
"PM10091","0","1800","4","67","00","Wednesday","29","11"
"PM10092","0","60","0","37","00","Wednesday","29","11"
"PM10141","0","1320","3","83","00","Wednesday","29","11"
"PM10142","0","540","1","79","00","Wednesday","29","11"
"PM10211","0","1140","2","43","00","Wednesday","29","11"
"PM10212","0","1020","1","82","00","Wednesday","29","11"
"PM10241","0","1320","2","80","00","Wednesday","29","11"
"PM10242","0","2340","4","81","00","Wednesday","29","11"
"PM10341","0","2460","5","75","00","Wednesday","29","11"
"PM10342","0","1020","2","81","00","Wednesday","29","11"
"PM10343","0","1200","10","78","00","Wednesday","29","11"
"PM10344","0","660","6","85","00","Wednesday","29","11"
"PM10401","0","2700","4","75","00","Wednesday","29","11"
"PM10402","0","2880","6","58","00","Wednesday","29","11"
"PM10441","0","2040","5","82","00","Wednesday","29","11"
"PM10442","0","1680","6","74","00","Wednesday","29","11"
"PM10444","0","300","2","45","00","Wednesday","29","11"
"PM10472","0","2460","4","77","00","Wednesday","29","11"
"PM10501","0","2640","6","87","00","Wednesday","29","11"
"PM10502","0","3900","5","78","00","Wednesday","29","11"
"PM10561","0","1980","8","76","00","Wednesday","29","11"
"PM10611","0","3840","9","80","00","Wednesday","29","11"
"PM10612","0","1500","5","73","00","Wednesday","29","11"
"PM10661","0","2340","5","86","00","Wednesday","29","11"
"PM10662","0","1740","4","85","00","Wednesday","29","11"
"PM10711","0","4380","12","73","00","Wednesday","29","11"
"PM10712","0","2100","5","68","00","Wednesday","29","11"
"PM30754","0","2880","5","72","00","Wednesday","29","11"
"PM10831","0","3600","5","78","00","Wednesday","29","11"
"PM10832","0","3000","5","61","00","Wednesday","29","11"
"PM10861","0","3240","5","89","00","Wednesday","29","11"
"PM10862","0","1500","3","87","00","Wednesday","29","11"
"PM10865","0","1860","6","88","00","Wednesday","29","11"
"PM10901","0","3000","13","83","00","Wednesday","29","11"
"PM10902","0","1560","6","79","00","Wednesday","29","11"
"PM10907","0","180","1","86","00","Wednesday","29","11"
"PM10941","0","2820","6","85","00","Wednesday","29","11"
"PM10942","0","360","0","66","00","Wednesday","29","11"
"PM10945","0","600","5","77","00","Wednesday","29","11"
"PM10948","0","60","0","80","00","Wednesday","29","11"
"PM10981","0","3240","8","76","00","Wednesday","29","11"
"PM10982","0","480","0","83","00","Wednesday","29","11"
"PM10985","0","180","1","85","00","Wednesday","29","11"
"PM11071","0","3780","6","84","00","Wednesday","29","11"
"PM11074","0","420","3","75","00","Wednesday","29","11"
"PM11101","0","1680","6","84","00","Wednesday","29","11"
"PM11102","0","120","1","91","00","Wednesday","29","11"
"PM11108","0","1500","4","67","00","Wednesday","29","11"
"PM11161","0","1860","3","64","00","Wednesday","29","11"
"PM11168","0","2160","7","69","00","Wednesday","29","11"
"PM11201","0","2040","3","78","00","Wednesday","29","11"
"PM11208","0","2640","10","93","00","Wednesday","29","11"
"PM11301","0","900","4","94","00","Wednesday","29","11"
"PM11303","0","240","0","92","00","Wednesday","29","11"
"PM11981","0","480","1","75","00","Wednesday","29","11"
"PM12061","0","360","1","59","00","Wednesday","29","11"
"PM12121","0","240","0","54","00","Wednesday","29","11"
"PM12122","0","180","1","59","00","Wednesday","29","11"
"PM12211","0","300","0","61","00","Wednesday","29","11"
"PM12241","0","480","1","0","00","Wednesday","29","11"
"PM12331","0","300","0","66","00","Wednesday","29","11"
"PM12342","0","420","1","0","00","Wednesday","29","11"
"PM12391","0","780","1","66","00","Wednesday","29","11"
"PM12471","0","360","0","79","00","Wednesday","29","11"
"PM12502","0","420","0","75","00","Wednesday","29","11"
"PM12571","0","60","0","70","00","Wednesday","29","11"
"PM12572","0","60","0","57","00","Wednesday","29","11"
"PM12622","0","60","0","58","00","Wednesday","29","11"
"PM12641","0","60","0","61","00","Wednesday","29","11"
"PM12721","0","240","0","75","00","Wednesday","29","11"
"PM12781","0","180","0","93","00","Wednesday","29","11"
"PM12851","0","180","0","0","00","Wednesday","29","11"
"PM12921","0","240","9","94","00","Wednesday","29","11"
"PM12961","0","360","1","69","00","Wednesday","29","11"
"PM12981","0","360","0","79","00","Wednesday","29","11"
"PM13011","0","360","1","88","00","Wednesday","29","11"
"PM13014","0","0","0","76","00","Wednesday","29","11"
"PM13041","0","480","4","91","00","Wednesday","29","11"
"PM13044","0","0","0","0","00","Wednesday","29","11"
"PM13101","0","540","4","87","00","Wednesday","29","11"
"PM13103","0","540","3","87","00","Wednesday","29","11"
"PM13104","0","60","0","91","00","Wednesday","29","11"
"PM13181","0","780","2","87","00","Wednesday","29","11"
"PM13202","0","3660","12","89","00","Wednesday","29","11"
"PM13212","0","1980","10","90","00","Wednesday","29","11"
"PM13221","0","1320","11","84","00","Wednesday","29","11"
"PM13222","0","180","1","0","00","Wednesday","29","11"
"PM20021","0","900","1","88","00","Wednesday","29","11"
"PM20025","0","480","4","82","00","Wednesday","29","11"
"PM20026","0","660","2","86","00","Wednesday","29","11"
"PM20041","0","1020","2","83","00","Wednesday","29","11"
"PM20042","0","540","1","78","00","Wednesday","29","11"
"PM20151","0","1080","1","81","00","Wednesday","29","11"
"PM20152","0","0","0","80","00","Wednesday","29","11"
"PM20231","0","840","2","88","00","Wednesday","29","11"
"PM20232","0","780","1","81","00","Wednesday","29","11"
"PM20233","0","600","4","87","00","Wednesday","29","11"
"PM20261","0","600","1","90","00","Wednesday","29","11"
"PM20262","0","1320","1","81","00","Wednesday","29","11"
"PM20321","0","600","1","82","00","Wednesday","29","11"
"PM20322","0","1740","3","61","00","Wednesday","29","11"
"PM20327","0","0","0","56","00","Wednesday","29","11"
"PM20411","0","600","1","52","00","Wednesday","29","11"
"PM20412","0","2040","5","85","00","Wednesday","29","11"
"PM20441","0","840","1","87","00","Wednesday","29","11"
"PM20442","0","1680","5","80","00","Wednesday","29","11"
"PM20471","0","480","1","93","00","Wednesday","29","11"
"PM20472","0","840","2","88","00","Wednesday","29","11"
"PM20473","0","600","4","59","00","Wednesday","29","11"
"PM20571","0","780","1","86","00","Wednesday","29","11"
"PM20572","0","1080","1","94","00","Wednesday","29","11"
"PM20661","0","300","0","80","00","Wednesday","29","11"
"PM20662","0","1020","3","80","00","Wednesday","29","11"
"PM20664","0","120","0","69","00","Wednesday","29","11"
"PM20721","0","540","0","86","00","Wednesday","29","11"
"PM20722","0","1080","2","58","00","Wednesday","29","11"
"PM20742","0","960","2","80","00","Wednesday","29","11"
