"identif","carga.15","intensidad.15","ocupacion.15","velocidad.15","Hora","diaSemana","diaMes","Mes"
"PM10013","0","600","3","83","23","Tuesday","28","11"
"PM10021","0","1320","2","43","23","Tuesday","28","11"
"PM10091","0","1260","3","67","23","Tuesday","28","11"
"PM10092","0","60","0","44","23","Tuesday","28","11"
"PM10141","0","600","1","86","23","Tuesday","28","11"
"PM10142","0","480","1","73","23","Tuesday","28","11"
"PM10211","0","660","1","52","23","Tuesday","28","11"
"PM10212","0","960","1","86","23","Tuesday","28","11"
"PM10241","0","720","1","75","23","Tuesday","28","11"
"PM10242","0","1320","1","84","23","Tuesday","28","11"
"PM10341","0","1080","2","71","23","Tuesday","28","11"
"PM10342","0","1260","2","93","23","Tuesday","28","11"
"PM10343","0","420","3","74","23","Tuesday","28","11"
"PM10344","0","420","3","86","23","Tuesday","28","11"
"PM10401","0","1740","3","78","23","Tuesday","28","11"
"PM10402","0","1680","2","87","23","Tuesday","28","11"
"PM10441","0","1740","3","76","23","Tuesday","28","11"
"PM10442","0","900","3","71","23","Tuesday","28","11"
"PM10444","0","360","3","47","23","Tuesday","28","11"
"PM10472","0","1740","3","84","23","Tuesday","28","11"
"PM10501","0","1980","4","93","23","Tuesday","28","11"
"PM10502","0","2640","4","79","23","Tuesday","28","11"
"PM10561","0","1320","4","76","23","Tuesday","28","11"
"PM10611","0","2460","5","83","23","Tuesday","28","11"
"PM10612","0","1560","5","72","23","Tuesday","28","11"
"PM10661","0","2520","6","84","23","Tuesday","28","11"
"PM10662","0","1680","5","80","23","Tuesday","28","11"
"PM10711","0","2580","5","68","23","Tuesday","28","11"
"PM10712","0","2520","6","61","23","Tuesday","28","11"
"PM30754","0","1140","1","75","23","Tuesday","28","11"
"PM10831","0","2280","2","80","23","Tuesday","28","11"
"PM10832","0","2040","3","69","23","Tuesday","28","11"
"PM10861","0","2340","2","90","23","Tuesday","28","11"
"PM10862","0","1140","2","84","23","Tuesday","28","11"
"PM10865","0","780","2","94","23","Tuesday","28","11"
"PM10901","0","1560","6","84","23","Tuesday","28","11"
"PM10902","0","960","3","85","23","Tuesday","28","11"
"PM10907","0","600","3","79","23","Tuesday","28","11"
"PM10941","0","1800","3","75","23","Tuesday","28","11"
"PM10942","0","540","1","66","23","Tuesday","28","11"
"PM10945","0","1320","11","73","23","Tuesday","28","11"
"PM10948","0","300","2","78","23","Tuesday","28","11"
"PM10981","0","2700","7","60","23","Tuesday","28","11"
"PM10982","0","480","0","80","23","Tuesday","28","11"
"PM10985","0","360","2","82","23","Tuesday","28","11"
"PM11071","0","3600","6","76","23","Tuesday","28","11"
"PM11074","0","960","9","83","23","Tuesday","28","11"
"PM11101","0","2340","7","90","23","Tuesday","28","11"
"PM11102","0","240","1","82","23","Tuesday","28","11"
"PM11108","0","1140","4","70","23","Tuesday","28","11"
"PM11161","0","1980","4","0","23","Tuesday","28","11"
"PM11168","0","1320","4","0","23","Tuesday","28","11"
"PM11201","0","1620","2","89","23","Tuesday","28","11"
"PM11208","0","1500","4","91","23","Tuesday","28","11"
"PM11301","0","840","2","87","23","Tuesday","28","11"
"PM11303","0","420","1","94","23","Tuesday","28","11"
"PM11981","0","600","2","69","23","Tuesday","28","11"
"PM12061","0","660","1","60","23","Tuesday","28","11"
"PM12121","0","780","1","51","23","Tuesday","28","11"
"PM12122","0","60","0","45","23","Tuesday","28","11"
"PM12211","0","900","1","59","23","Tuesday","28","11"
"PM12241","0","780","1","0","23","Tuesday","28","11"
"PM12331","0","120","0","65","23","Tuesday","28","11"
"PM12342","0","300","0","0","23","Tuesday","28","11"
"PM12391","0","480","0","73","23","Tuesday","28","11"
"PM12471","0","960","1","89","23","Tuesday","28","11"
"PM12502","0","900","1","0","23","Tuesday","28","11"
"PM12571","0","60","0","72","23","Tuesday","28","11"
"PM12572","0","180","0","81","23","Tuesday","28","11"
"PM12622","0","120","1","64","23","Tuesday","28","11"
"PM12641","0","180","0","66","23","Tuesday","28","11"
"PM12721","0","240","0",NA,"23","Tuesday","28","11"
"PM12781","0","360","0","94","23","Tuesday","28","11"
"PM12851","0","360","1","0","23","Tuesday","28","11"
"PM12921","0","240","1","98","23","Tuesday","28","11"
"PM12961","0","240","0","69","23","Tuesday","28","11"
"PM12981","0","660","2","83","23","Tuesday","28","11"
"PM13011","0","300","3","93","23","Tuesday","28","11"
"PM13014","0","0","0","72","23","Tuesday","28","11"
"PM13041","0","480","4","93","23","Tuesday","28","11"
"PM13044","0","0","0","0","23","Tuesday","28","11"
"PM13101","0","600","4","89","23","Tuesday","28","11"
"PM13103","0","480","4","84","23","Tuesday","28","11"
"PM13104","0","0","0","86","23","Tuesday","28","11"
"PM13181","0","540","2","86","23","Tuesday","28","11"
"PM13202","0","1560","4","89","23","Tuesday","28","11"
"PM13212","0","600","2","81","23","Tuesday","28","11"
"PM13221","0","300","2","89","23","Tuesday","28","11"
"PM13222",NA,NA,NA,"75","23","Tuesday","28","11"
"PM20021","0","720","0","84","23","Tuesday","28","11"
"PM20025","0","120","0","82","23","Tuesday","28","11"
"PM20026","0","540","1","83","23","Tuesday","28","11"
"PM20041","0","1020","2","92","23","Tuesday","28","11"
"PM20042","0","300","0","71","23","Tuesday","28","11"
"PM20151","0","1140","1","82","23","Tuesday","28","11"
"PM20152","0","0","0","77","23","Tuesday","28","11"
"PM20231","0","480","0","84","23","Tuesday","28","11"
"PM20232","0","300","0","73","23","Tuesday","28","11"
"PM20233","0","540","4","74","23","Tuesday","28","11"
"PM20261","0","540","0","83","23","Tuesday","28","11"
"PM20262","0","840","1","77","23","Tuesday","28","11"
"PM20321","0","840","1","77","23","Tuesday","28","11"
"PM20322","0","1320","2","66","23","Tuesday","28","11"
"PM20327","0","300","1","50","23","Tuesday","28","11"
"PM20411","0","1260","2","53","23","Tuesday","28","11"
"PM20412","0","1380","3","76","23","Tuesday","28","11"
"PM20441","0","1200","1","80","23","Tuesday","28","11"
"PM20442","0","900","3","76","23","Tuesday","28","11"
"PM20471","0","1140","2","86","23","Tuesday","28","11"
"PM20472","0","360","1","82","23","Tuesday","28","11"
"PM20473","0","420","3","81","23","Tuesday","28","11"
"PM20571","0","780","1","78","23","Tuesday","28","11"
"PM20572","0","1620","2","88","23","Tuesday","28","11"
"PM20661","0","660","1","78","23","Tuesday","28","11"
"PM20662","0","1920","7","77","23","Tuesday","28","11"
"PM20664","0","360","2","78","23","Tuesday","28","11"
"PM20721","0","1320","1","85","23","Tuesday","28","11"
"PM20722","0","1740","4","95","23","Tuesday","28","11"
"PM20742","0","1200","3","76","23","Tuesday","28","11"
"PM207731","0","480","2","100","23","Tuesday","28","11"
"PM20831","0","1440","2","83","23","Tuesday","28","11"
"PM20832","0","1020","3","87","23","Tuesday","28","11"
"PM20834","0","480","4","82","23","Tuesday","28","11"
"PM20851","0","720","1","77","23","Tuesday","28","11"
"PM20852","0","1980","4","77","23","Tuesday","28","11"
"PM20854","0","60","0","80","23","Tuesday","28","11"
"PM20873","0","480","1","82","23","Tuesday","28","11"
"PM20911","0","1020","1","76","23","Tuesday","28","11"
"PM20912","0","1380","4","70","23","Tuesday","28","11"
"PM20913","0","240","0","83","23","Tuesday","28","11"
"PM20971","0","1560","3","87","23","Tuesday","28","11"
"PM20972","0","120","0","92","23","Tuesday","28","11"
"PM20976","0","1020","9","91","23","Tuesday","28","11"
"PM21081","0","1500","3","83","23","Tuesday","28","11"
"PM21148","0","240","0","82","23","Tuesday","28","11"
"PM21181","0","1440","4","61","23","Tuesday","28","11"
"PM21185","0","240","1","92","23","Tuesday","28","11"
"PM21188","0","240","0","78","23","Tuesday","28","11"
"PM21192","0","300","0","63","23","Tuesday","28","11"
"PM21193","0","1140","3","79","23","Tuesday","28","11"
"PM21231","0","480","1","78","23","Tuesday","28","11"
"PM21236","0","240","1","79","23","Tuesday","28","11"
"PM21301","0","1020","1","72","23","Tuesday","28","11"
"PM21307","0","900","2","66","23","Tuesday","28","11"
"PM21941","0","1140","2","64","23","Tuesday","28","11"
"PM22081","0","840","1","56","23","Tuesday","28","11"
"PM22082","0","360","2","77","23","Tuesday","28","11"
"PM22121","0","900","1","86","23","Tuesday","28","11"
"PM22211","0","1260","2","85","23","Tuesday","28","11"
"PM22241","0","780","1","84","23","Tuesday","28","11"
"PM22341","0","540","1","83","23","Tuesday","28","11"
"PM22391","0","480","0","63","23","Tuesday","28","11"
"PM22392","0","60","0","77","23","Tuesday","28","11"
"PM22471","0","420","0","78","23","Tuesday","28","11"
"PM22571","0","1140","3","42","23","Tuesday","28","11"
"PM22572","0","900","5","71","23","Tuesday","28","11"
"PM22641","0","1380","3","60","23","Tuesday","28","11"
"PM22721","0","360","0","82","23","Tuesday","28","11"
"PM22781","0","480","1","95","23","Tuesday","28","11"
"PM22851","0","240","23","71","23","Tuesday","28","11"
"PM22901","0","540","2","46","23","Tuesday","28","11"
"PM22971","0","240","0","87","23","Tuesday","28","11"
"PM23011","0","780","2","80","23","Tuesday","28","11"
"PM23071","0","600","2","64","23","Tuesday","28","11"
"PM23073","0","1260","5","76","23","Tuesday","28","11"
"PM23111","0","840","0","0","23","Tuesday","28","11"
"PM23181","0","420","1","0","23","Tuesday","28","11"
"PM23187","0","960","2","64","23","Tuesday","28","11"
"PM23221","0","420","1","92","23","Tuesday","28","11"
"PM23222","0","60","0","53","23","Tuesday","28","11"
"PM30461","0","1800","2","79","23","Tuesday","28","11"
"PM30462","0","480","6","74","23","Tuesday","28","11"
"PM30471","0","840","3","89","23","Tuesday","28","11"
"PM30472","0","240","2","89","23","Tuesday","28","11"
"PM30752","0","1380","2","70","23","Tuesday","28","11"
"PM30753","0","180","1","84","23","Tuesday","28","11"
"PM30901","0","480","2","55","23","Tuesday","28","11"
"PM30902","0","360","9","90","23","Tuesday","28","11"
"PM31263","0","600","1","0","23","Tuesday","28","11"
"PM31264","0","420","3","48","23","Tuesday","28","11"
"PM31301","0","720","1","46","23","Tuesday","28","11"
"PM31451","0","1020","2","90","23","Tuesday","28","11"
"PM31452","0","-127","0","80","23","Tuesday","28","11"
"PM31453","0","1800","0","95","23","Tuesday","28","11"
"PM31801","0","1800","4","0","23","Tuesday","28","11"
"PM31851","0","660","0","81","23","Tuesday","28","11"
"PM31852","0","180","1","79","23","Tuesday","28","11"
"PM31881","0","1080","4","96","23","Tuesday","28","11"
"PM31882","0","240","1","79","23","Tuesday","28","11"
"PM31891","0","840","3","71","23","Tuesday","28","11"
"PM31892","0","120","0","66","23","Tuesday","28","11"
"PM32051","0","300","0","76","23","Tuesday","28","11"
"PM32351","0","960","2","77","23","Tuesday","28","11"
"PM32352","0","180","2","68","23","Tuesday","28","11"
"PM33031","0","840","4","66","23","Tuesday","28","11"
"PM33032","0","0","0","65","23","Tuesday","28","11"
"PM33151","0","600","4","70","23","Tuesday","28","11"
"PM33152","0","480","3","65","23","Tuesday","28","11"
"PM33201","0","960","1","61","23","Tuesday","28","11"
"PM33202","0","240","1","49","23","Tuesday","28","11"
"PM33221","0","780","2","0","23","Tuesday","28","11"
"PM33222","0","0","0","0","23","Tuesday","28","11"
"PM40442","0","120","0","69","23","Tuesday","28","11"
"PM40461","0","1680","2","62","23","Tuesday","28","11"
"PM40751","0","480","0","82","23","Tuesday","28","11"
"PM40752","0","180","1","42","23","Tuesday","28","11"
"PM40753","0","60","1","42","23","Tuesday","28","11"
"PM40754","0","840","2","105","23","Tuesday","28","11"
"PM40755","0","240","3","74","23","Tuesday","28","11"
"PM40901","0","480","2","108","23","Tuesday","28","11"
"PM40902","0","60","1","64","23","Tuesday","28","11"
"PM41261","0","120","0","68","23","Tuesday","28","11"
"PM41262","0","360","1","78","23","Tuesday","28","11"
"PM41301","0","120","0","94","23","Tuesday","28","11"
"PM41302","0","60","0","79","23","Tuesday","28","11"
"PM41351","0","240","1","87","23","Tuesday","28","11"
"PM41451","0","600","2","84","23","Tuesday","28","11"
"PM41452","0","-127","0","85","23","Tuesday","28","11"
"PM41453","0","840","0","65","23","Tuesday","28","11"
"PM41801","0","900","2","90","23","Tuesday","28","11"
"PM41802","0","420","1","79","23","Tuesday","28","11"
"PM41851","0","600","0","92","23","Tuesday","28","11"
"PM41852","0","60","1","80","23","Tuesday","28","11"
"PM41853","0","420","2","63","23","Tuesday","28","11"
"PM41881","0","180","0","56","23","Tuesday","28","11"
"PM41882","0","180","3","89","23","Tuesday","28","11"
"PM41891","0","180","0","113","23","Tuesday","28","11"
"PM41892","0","240","3","89","23","Tuesday","28","11"
"PM42051","0","120","0","66","23","Tuesday","28","11"
"PM42052","0","180","0","59","23","Tuesday","28","11"
"PM42351","0","600","0","72","23","Tuesday","28","11"
"PM42352","0","240","1","88","23","Tuesday","28","11"
"PM42353","0","300","0","77","23","Tuesday","28","11"
"PM43001","0","1080","1","82","23","Tuesday","28","11"
"PM43011","0","900","1","72","23","Tuesday","28","11"
"PM43012","0","60","0","80","23","Tuesday","28","11"
"PM43021","0","420","1","0","23","Tuesday","28","11"
"PM43022","0","180","0","75","23","Tuesday","28","11"
"PM43031","0","300","1","86","23","Tuesday","28","11"
"PM43032","0","180","2","84","23","Tuesday","28","11"
"PM43151","0","240","4","80","23","Tuesday","28","11"
"PM43152","0","60","0","47","23","Tuesday","28","11"
"PM43201","0","1080","1","50","23","Tuesday","28","11"
"PM43202","0","120","0","0","23","Tuesday","28","11"
"PM43221","0","720","2","80","23","Tuesday","28","11"
"PM43222","0","240","2","101","23","Tuesday","28","11"
"PM43223","0","300","3","83","23","Tuesday","28","11"
"PM20667","0","120","0","92","23","Tuesday","28","11"
"PM20942","0","660","2",NA,"23","Tuesday","28","11"
"PM22502","0","240","0","42","23","Tuesday","28","11"
"PM40462","0","300","4","58","23","Tuesday","28","11"
"PM40463","0","300","3","38","23","Tuesday","28","11"
"PM41861","0","600","1",NA,"23","Tuesday","28","11"
"PM41454","0","300","1",NA,"23","Tuesday","28","11"
"03FL08PM01",NA,NA,NA,NA,"23","Tuesday","28","11"
"03FL08PM02",NA,NA,NA,NA,"23","Tuesday","28","11"
"03FL20PM01",NA,NA,NA,NA,"23","Tuesday","28","11"
"03FL56PM01",NA,NA,NA,NA,"23","Tuesday","28","11"
"03FT08PM01",NA,NA,NA,NA,"23","Tuesday","28","11"
"03FT52PM01",NA,NA,NA,NA,"23","Tuesday","28","11"
"04FL12PM01",NA,NA,NA,NA,"23","Tuesday","28","11"
"04FL92PM01",NA,NA,NA,NA,"23","Tuesday","28","11"
