"identif","carga.15","intensidad.15","ocupacion.15","velocidad.15","Hora","diaSemana","diaMes","Mes"
"PM10013","0","60","0","96","01","Wednesday","29","11"
"PM10021","0","240","0","0","01","Wednesday","29","11"
"PM10091","0","660","1","0","01","Wednesday","29","11"
"PM10092","0","0","0","42","01","Wednesday","29","11"
"PM10141","0","540","1","83","01","Wednesday","29","11"
"PM10142","0","240","0","85","01","Wednesday","29","11"
"PM10211","0","240","0","54","01","Wednesday","29","11"
"PM10212","0","120","0","81","01","Wednesday","29","11"
"PM10241","0","180","0","82","01","Wednesday","29","11"
"PM10242","0","420","0","82","01","Wednesday","29","11"
"PM10341","0","180","0","86","01","Wednesday","29","11"
"PM10342","0","240","0","88","01","Wednesday","29","11"
"PM10343","0","60","0","85","01","Wednesday","29","11"
"PM10344","0","60","0","86","01","Wednesday","29","11"
"PM10401","0","180","0","86","01","Wednesday","29","11"
"PM10402","0","240","0","93","01","Wednesday","29","11"
"PM10441","0","240","0","90","01","Wednesday","29","11"
"PM10442","0","240","0","66","01","Wednesday","29","11"
"PM10444","0","0","0","49","01","Wednesday","29","11"
"PM10472","0","300","0","85","01","Wednesday","29","11"
"PM10501","0","420","1","92","01","Wednesday","29","11"
"PM10502","0","720","0","81","01","Wednesday","29","11"
"PM10561","0","420","2","86","01","Wednesday","29","11"
"PM10611","0","540","1","77","01","Wednesday","29","11"
"PM10612","0","180","0","0","01","Wednesday","29","11"
"PM10661","0","360","0","87","01","Wednesday","29","11"
"PM10662","0","540","1","73","01","Wednesday","29","11"
"PM10711","0","480","0","79","01","Wednesday","29","11"
"PM10712","0","420","1","0","01","Wednesday","29","11"
"PM30754","0","300","0","71","01","Wednesday","29","11"
"PM10831","0","780","0","86","01","Wednesday","29","11"
"PM10832","0","720","1","79","01","Wednesday","29","11"
"PM10861","0","480","0","100","01","Wednesday","29","11"
"PM10862","0","360","0","105","01","Wednesday","29","11"
"PM10865","0","180","0","100","01","Wednesday","29","11"
"PM10901","0","540","2","86","01","Wednesday","29","11"
"PM10902","0","420","1","85","01","Wednesday","29","11"
"PM10907","0","0","0","90","01","Wednesday","29","11"
"PM10941","0","660","1","75","01","Wednesday","29","11"
"PM10942","0","60","0","65","01","Wednesday","29","11"
"PM10945","0","120","0","73","01","Wednesday","29","11"
"PM10948","0","0","0","96","01","Wednesday","29","11"
"PM10981","0","1140","1","113","01","Wednesday","29","11"
"PM10982","0","180","0","94","01","Wednesday","29","11"
"PM10985","0","60","0","82","01","Wednesday","29","11"
"PM11071","0","900","1","0","01","Wednesday","29","11"
"PM11074","0","180","1","71","01","Wednesday","29","11"
"PM11101","0","720","1","88","01","Wednesday","29","11"
"PM11102","0","300","1","0","01","Wednesday","29","11"
"PM11108","0","120","0","65","01","Wednesday","29","11"
"PM11161","0","540","0","81","01","Wednesday","29","11"
"PM11168","0","120","0","0","01","Wednesday","29","11"
"PM11201","0","540","0","68","01","Wednesday","29","11"
"PM11208","0","240","0","103","01","Wednesday","29","11"
"PM11301","0","180","0","89","01","Wednesday","29","11"
"PM11303","0","240","1","88","01","Wednesday","29","11"
"PM11981","0","240","0","93","01","Wednesday","29","11"
"PM12061","0","480","1","0","01","Wednesday","29","11"
"PM12121","0","360","0","0","01","Wednesday","29","11"
"PM12122","0","60","0","66","01","Wednesday","29","11"
"PM12211","0","540","1","84","01","Wednesday","29","11"
"PM12241","0","720","1","0","01","Wednesday","29","11"
"PM12331","0","0","0","0","01","Wednesday","29","11"
"PM12342","0","240","1","0","01","Wednesday","29","11"
"PM12391","0","360","0","78","01","Wednesday","29","11"
"PM12471","0","420","0","65","01","Wednesday","29","11"
"PM12502","0","120","0","0","01","Wednesday","29","11"
"PM12571","0","180","0","75","01","Wednesday","29","11"
"PM12572","0","0","0","73","01","Wednesday","29","11"
"PM12622","0","60","0","0","01","Wednesday","29","11"
"PM12641","0","60","0","0","01","Wednesday","29","11"
"PM12721","0","120","0","0","01","Wednesday","29","11"
"PM12781","0","120","0","96","01","Wednesday","29","11"
"PM12851","0","120","0","83","01","Wednesday","29","11"
