"identif","carga.15","intensidad.15","ocupacion.15","velocidad.15","Hora","diaSemana","diaMes","Mes"
"PM10013","0","1680","7","74","22","Tuesday","28","11"
"PM10021","0","3120","8","48","22","Tuesday","28","11"
"PM10091","0","3900","9","72","22","Tuesday","28","11"
"PM10092","0","240","0","38","22","Tuesday","28","11"
"PM10141","0","2640","6","83","22","Tuesday","28","11"
"PM10142","0","720","2","72","22","Tuesday","28","11"
"PM10211","0","3060","7","51","22","Tuesday","28","11"
"PM10212","0","1200","2","83","22","Tuesday","28","11"
"PM10241","0","2880","6","76","22","Tuesday","28","11"
"PM10242","0","1980","3","77","22","Tuesday","28","11"
"PM10341","0","2880","6","76","22","Tuesday","28","11"
"PM10342","0","2220","5","86","22","Tuesday","28","11"
"PM10343","0","660","5","74","22","Tuesday","28","11"
"PM10344","0","540","4","82","22","Tuesday","28","11"
"PM10401","0","3120","5","76","22","Tuesday","28","11"
"PM10402","0","2760","4","89","22","Tuesday","28","11"
"PM10441","0","2460","6","81","22","Tuesday","28","11"
"PM10442","0","2100","8","70","22","Tuesday","28","11"
"PM10444","0","660","5","44","22","Tuesday","28","11"
"PM10472","0","3300","6","79","22","Tuesday","28","11"
"PM10501","0","2640","6","89","22","Tuesday","28","11"
"PM10502","0","4080","6","73","22","Tuesday","28","11"
"PM10561","0","2040","8","70","22","Tuesday","28","11"
"PM10611","0","3780","6","74","22","Tuesday","28","11"
"PM10612","0","1560","5","66","22","Tuesday","28","11"
"PM10661","0","3180","7","88","22","Tuesday","28","11"
"PM10662","0","2640","6","82","22","Tuesday","28","11"
"PM10711","0","4200","7","72","22","Tuesday","28","11"
"PM10712","0","2220","5","62","22","Tuesday","28","11"
"PM30754","0","2940","8","77","22","Tuesday","28","11"
"PM10831","0","3720","4","77","22","Tuesday","28","11"
"PM10832","0","3540","6","65","22","Tuesday","28","11"
"PM10861","0","2880","4","90","22","Tuesday","28","11"
"PM10862","0","2100","5","79","22","Tuesday","28","11"
"PM10865","0","1680","6","88","22","Tuesday","28","11"
"PM10901","0","2160","9","80","22","Tuesday","28","11"
"PM10902","0","1620","7","82","22","Tuesday","28","11"
"PM10907","0","240","1","78","22","Tuesday","28","11"
"PM10941","0","2580","5","75","22","Tuesday","28","11"
"PM10942","0","300","0","63","22","Tuesday","28","11"
"PM10945","0","1680","12","72","22","Tuesday","28","11"
"PM10948","0","240","2","76","22","Tuesday","28","11"
"PM10981","0","3960","9","64","22","Tuesday","28","11"
"PM10982","0","240","0","79","22","Tuesday","28","11"
"PM10985","0","300","2","80","22","Tuesday","28","11"
"PM11071","0","5340","9","83","22","Tuesday","28","11"
"PM11074","0","1080","12","72","22","Tuesday","28","11"
"PM11101","0","2520","8","87","22","Tuesday","28","11"
"PM11102","0","960","8","82","22","Tuesday","28","11"
"PM11108","0","2640","8","70","22","Tuesday","28","11"
"PM11161","0","3060","6","72","22","Tuesday","28","11"
"PM11168","0","2340","7","61","22","Tuesday","28","11"
"PM11201","0","3180","4","78","22","Tuesday","28","11"
"PM11208","0","1740","6","84","22","Tuesday","28","11"
"PM11301","0","1620","5","85","22","Tuesday","28","11"
"PM11303","0","540","2","84","22","Tuesday","28","11"
"PM11981","0","1140","3","74","22","Tuesday","28","11"
"PM12061","0","1380","3","58","22","Tuesday","28","11"
"PM12121","0","1200","2","56","22","Tuesday","28","11"
"PM12122","0","60","0","46","22","Tuesday","28","11"
"PM12211","0","1380","3","58","22","Tuesday","28","11"
"PM12241","0","1320","2","54","22","Tuesday","28","11"
"PM12331","0","540","1","53","22","Tuesday","28","11"
"PM12342","0","1440","5","77","22","Tuesday","28","11"
"PM12391","0","1860","3","69","22","Tuesday","28","11"
"PM12471","0","1740","2","78","22","Tuesday","28","11"
"PM12502","0","1380","3","68","22","Tuesday","28","11"
"PM12571","0","720","1","71","22","Tuesday","28","11"
"PM12572","0","420","3","77","22","Tuesday","28","11"
"PM12622","0","180","2","59","22","Tuesday","28","11"
"PM12641","0","1080","3","62","22","Tuesday","28","11"
"PM12721","0","1020","1","65","22","Tuesday","28","11"
"PM12781","0","600","1","90","22","Tuesday","28","11"
"PM12851","0","660","2","78","22","Tuesday","28","11"
"PM12921","0","960","32","92","22","Tuesday","28","11"
"PM12961","0","1320","4","67","22","Tuesday","28","11"
"PM12981","0","1320","4","77","22","Tuesday","28","11"
"PM13011","0","1320","5","79","22","Tuesday","28","11"
"PM13014","0","300","2","74","22","Tuesday","28","11"
"PM13041","0","1260","12","86","22","Tuesday","28","11"
"PM13044","0","240","2","68","22","Tuesday","28","11"
"PM13101","0","720","6","88","22","Tuesday","28","11"
"PM13103","0","1440","7","84","22","Tuesday","28","11"
"PM13104","0","180","1","75","22","Tuesday","28","11"
"PM13181","0","1200","5","85","22","Tuesday","28","11"
"PM13202","0","2640","7","83","22","Tuesday","28","11"
"PM13212","0","1320","7","88","22","Tuesday","28","11"
"PM13221","0","480","4","80","22","Tuesday","28","11"
"PM13222","0","420","6","77","22","Tuesday","28","11"
"PM20021","0","1500","2","85","22","Tuesday","28","11"
"PM20025","0","420","3","76","22","Tuesday","28","11"
"PM20026","0","1440","4","84","22","Tuesday","28","11"
"PM20041","0","1740","4","75","22","Tuesday","28","11"
"PM20042","0","600","2","75","22","Tuesday","28","11"
"PM20151","0","2520","4","85","22","Tuesday","28","11"
"PM20152","0","360","3","75","22","Tuesday","28","11"
"PM20231","0","1860","4","82","22","Tuesday","28","11"
"PM20232","0","600","1","77","22","Tuesday","28","11"
"PM20233","0","1320","11","87","22","Tuesday","28","11"
"PM20261","0","1740","3","82","22","Tuesday","28","11"
"PM20262","0","2100","3","76","22","Tuesday","28","11"
"PM20321","0","1680","3","75","22","Tuesday","28","11"
"PM20322","0","2520","6","63","22","Tuesday","28","11"
"PM20327","0","420","1","54","22","Tuesday","28","11"
"PM20411","0","2580","4","51","22","Tuesday","28","11"
"PM20412","0","2400","6","81","22","Tuesday","28","11"
"PM20441","0","2340","3","76","22","Tuesday","28","11"
"PM20442","0","1920","7","77","22","Tuesday","28","11"
"PM20471","0","1740","4","83","22","Tuesday","28","11"
"PM20472","0","960","3","80","22","Tuesday","28","11"
"PM20473","0","360","3","74","22","Tuesday","28","11"
"PM20571","0","1560","3","75","22","Tuesday","28","11"
"PM20572","0","3000","5","81","22","Tuesday","28","11"
"PM20661","0","2100","4","74","22","Tuesday","28","11"
"PM20662","0","2040","6","77","22","Tuesday","28","11"
"PM20664","0","300","2","63","22","Tuesday","28","11"
"PM20721","0","2220","4","85","22","Tuesday","28","11"
"PM20722","0","1800","3","58","22","Tuesday","28","11"
"PM20742","0","1800","5","65","22","Tuesday","28","11"
"PM207731","0","1020","4","75","22","Tuesday","28","11"
"PM20831","0","1680","4","76","22","Tuesday","28","11"
"PM20832","0","1320","4","81","22","Tuesday","28","11"
"PM20834","0","420","2","73","22","Tuesday","28","11"
"PM20851","0","1860","3","87","22","Tuesday","28","11"
"PM20852","0","3000","4","73","22","Tuesday","28","11"
"PM20854","0","480","3","71","22","Tuesday","28","11"
"PM20873","0","960","3","74","22","Tuesday","28","11"
"PM20911","0","1440","4","75","22","Tuesday","28","11"
"PM20912","0","1560","6","62","22","Tuesday","28","11"
"PM20913","0","780","2","85","22","Tuesday","28","11"
"PM20971","0","1980","4","88","22","Tuesday","28","11"
"PM20972","0","420","2","91","22","Tuesday","28","11"
"PM20976","0","1800","17","88","22","Tuesday","28","11"
"PM21081","0","2580","7","80","22","Tuesday","28","11"
"PM21148","0","780","2","85","22","Tuesday","28","11"
"PM21181","0","2520","4","69","22","Tuesday","28","11"
"PM21185","0","1020","7","87","22","Tuesday","28","11"
"PM21188","0","600","1","83","22","Tuesday","28","11"
"PM21192","0","1080","3","69","22","Tuesday","28","11"
"PM21193","0","1260","1","86","22","Tuesday","28","11"
"PM21231","0","1980","7","89","22","Tuesday","28","11"
"PM21236","0","420","3","88","22","Tuesday","28","11"
"PM21301","0","2160","5","77","22","Tuesday","28","11"
"PM21307","0","660","2","50","22","Tuesday","28","11"
"PM21941","0","2700","7","52","22","Tuesday","28","11"
"PM22081","0","1620","4","63","22","Tuesday","28","11"
"PM22082","0","960","7","82","22","Tuesday","28","11"
"PM22121","0","1800","3","81","22","Tuesday","28","11"
"PM22211","0","1380","2","79","22","Tuesday","28","11"
"PM22241","0","780","1","74","22","Tuesday","28","11"
"PM22341","0","1080","2","71","22","Tuesday","28","11"
"PM22391","0","1140","2","64","22","Tuesday","28","11"
"PM22392","0","360","3","63","22","Tuesday","28","11"
"PM22471","0","1440","2","77","22","Tuesday","28","11"
"PM22571","0","900","2","42","22","Tuesday","28","11"
"PM22572","0","480","2","73","22","Tuesday","28","11"
"PM22641","0","1080","3","63","22","Tuesday","28","11"
"PM22721","0","1860","2","77","22","Tuesday","28","11"
"PM22781","0","2160","4","90","22","Tuesday","28","11"
"PM22851","0","1800","19","76","22","Tuesday","28","11"
"PM22901","0","480","2","46","22","Tuesday","28","11"
