"identif","carga.15","intensidad.15","ocupacion.15","velocidad.15","Hora","diaSemana","diaMes","Mes"
"PM10013","0","180","0","72","01","Monday","27","11"
"PM10021","0","120","0","79","01","Monday","27","11"
"PM10091","0","300","0","92","01","Monday","27","11"
"PM10092","0","0","0","0","01","Monday","27","11"
"PM10141","0","120","0","98","01","Monday","27","11"
"PM10142","0","0","0","0","01","Monday","27","11"
"PM10211","0","0","0","0","01","Monday","27","11"
"PM10212","0","120","0","79","01","Monday","27","11"
"PM10241","0","60","0","120","01","Monday","27","11"
"PM10242","0","180","0","92","01","Monday","27","11"
"PM10341","0","60","0","109","01","Monday","27","11"
"PM10342","0","180","0","76","01","Monday","27","11"
"PM10343","0","0","0","0","01","Monday","27","11"
"PM10344","0","0","0","0","01","Monday","27","11"
"PM10401","0","300","0","85","01","Monday","27","11"
"PM10402","0","240","0","79","01","Monday","27","11"
"PM10441","0","300","0","92","01","Monday","27","11"
"PM10442","0","120","0","84","01","Monday","27","11"
"PM10444","0","60","0","72","01","Monday","27","11"
"PM10472","0","360","0","76","01","Monday","27","11"
"PM10501","0","360","1","89","01","Monday","27","11"
"PM10502","0","540","0","80","01","Monday","27","11"
"PM10561","0","300","1","91","01","Monday","27","11"
"PM10611","0","240","0","83","01","Monday","27","11"
"PM10612","0","180","0","78","01","Monday","27","11"
"PM10661","0","240","0","89","01","Monday","27","11"
"PM10662","0","360","0","93","01","Monday","27","11"
"PM10711","0","480","0","101","01","Monday","27","11"
"PM10712","0","180","0","77","01","Monday","27","11"
"PM30754","0","300","0","69","01","Monday","27","11"
"PM10831","0","420","0","94","01","Monday","27","11"
"PM10832","0","180","0","76","01","Monday","27","11"
"PM10861","0","360","0","98","01","Monday","27","11"
"PM10862","0","180","0","88","01","Monday","27","11"
"PM10865","0","60","0","92","01","Monday","27","11"
"PM10901","0","420","1","87","01","Monday","27","11"
"PM10902","0","180","0","76","01","Monday","27","11"
"PM10907","0","0","0","0","01","Monday","27","11"
"PM10941","0","480","0","88","01","Monday","27","11"
"PM10942","0","0","0","0","01","Monday","27","11"
"PM10945","0","120","0","75","01","Monday","27","11"
"PM10948","0","60","0","66","01","Monday","27","11"
"PM10981","0","420","0","95","01","Monday","27","11"
"PM10982","0","60","0","74","01","Monday","27","11"
"PM10985","0","120","0","93","01","Monday","27","11"
"PM11071","0","480","0","83","01","Monday","27","11"
"PM11074","0","60","0","83","01","Monday","27","11"
"PM11101","0","360","1","81","01","Monday","27","11"
"PM11102","0","0","0","0","01","Monday","27","11"
"PM11108","0","120","0","84","01","Monday","27","11"
"PM11161","0","420","0","87","01","Monday","27","11"
"PM11168","0","120","0","66","01","Monday","27","11"
"PM11201","0","600","0","82","01","Monday","27","11"
"PM11208","0","240","0","84","01","Monday","27","11"
"PM11301","0","180","0","77","01","Monday","27","11"
