"identif","st_x","st_y"
"PM30462","-3.65893519796913","40.4434658203282"
"PM30471","-3.65862726225557","40.4410052441489"
"PM30472","-3.65882173909107","40.4418977465614"
"PM30752","-3.65471313429396","40.416928758233"
"PM30753","-3.65474096470936","40.4168524755958"
"PM30754","-3.66532303704046","40.4195519878633"
"PM30901","-3.66432809873425","40.4055671272099"
"PM30902","-3.66434729321695","40.4054982667273"
"PM31263","-3.69135655713939","40.3801651659269"
"PM31264","-3.69144592125179","40.380220340025"
"PM31301","-3.69473855021712","40.3722004625456"
"PM31451","-3.71000976922517","40.390077755177"
"PM31452","-3.72017391103823","40.3693133751066"
"PM31453","-3.71767632491861","40.3839157573919"
"PM31801","-3.74302594731587","40.4078267177771"
"PM31851","-3.76471907303231","40.3984505233207"
"PM31852","-3.76516008329595","40.3984280877441"
"PM31881","-3.78276821458059","40.3845547582989"
"PM31882","-3.78284129829359","40.3845988359159"
"PM31891","-3.79228355319702","40.3773781146607"
"PM31892","-3.79236104145403","40.3774389330905"
"PM32051","-3.73937390744026","40.4345546406024"
"PM32351","-3.74500646586326","40.4549229015686"
"PM32352","-3.74481771361142","40.4549953424459"
"PM33031","-3.70027270889041","40.4969833503666"
"PM33032","-3.70015672306966","40.4969462765093"
"PM33151","-3.68505833174992","40.4801571561581"
"PM33152","-3.68513229291254","40.4801696693106"
"PM33201","-3.65983003089861","40.4822532646784"
"PM33202","-3.6598461123061","40.4821917041406"
"PM33221","-3.67239380378027","40.4833537444031"
"PM33222","-3.67239032888304","40.4833024832654"
"PM400111","-3.65991959554641","40.5013499185068"
"PM400112","-3.66007665129334","40.5015425731878"
"PM400114","-3.65999306559039","40.5014398642105"
"PM400118","-3.66018110364145","40.5016622361212"
"PM40442","-3.66020599177352","40.445642208957"
"PM40461","-3.65679331022714","40.4452767310911"
"PM40462","-3.6604279265262","40.4436572856944"
"PM40462","-3.6626026112089","40.4432875362192"
"PM40463","-3.66333258857708","40.4430440200629"
"PM40751","-3.65473478903385","40.417054604053"
"PM40752","-3.65506348271694","40.4172521704672"
"PM40753","-3.66531963283449","40.4196733320009"
"PM40754","-3.66529724387709","40.4197309756872"
"PM40755","-3.65470903065541","40.4171085860546"
"PM40901","-3.66389189941912","40.405610976432"
"PM40902","-3.66387346331351","40.4056953460258"
"PM409051","-3.64878130239608","40.3996684080343"
"PM409052","-3.64868225620464","40.3998694675603"
"PM409056","-3.64854154417106","40.3998484318868"
"PM412041","-3.68427237149049","40.3766372775932"
"PM412042","-3.68414344823786","40.3766778388039"
"PM41261","-3.69022430014687","40.3805652171583"
"PM41262","-3.69015552865998","40.3804469339107"
"PM41301","-3.69459233683678","40.3722996640914"
"PM41302","-3.69451213726539","40.3723039730828"
"PM41351","-3.69412907941139","40.3686533055321"
"PM41451","-3.70977965644595","40.3900360085171"
"PM41452","-3.72000413151593","40.3692880672837"
"PM41453","-3.71760984478374","40.3838690822779"
"PM41454","-3.73691332053206","40.3703533382783"
"PM41801","-3.74337355892605","40.4074923026948"
"PM41802","-3.74336720405113","40.4073586853001"
"PM41851","-3.76412968393673","40.3987318744313"
"PM41852","-3.76371394974797","40.3986639214665"
"PM41853","-3.76339251142077","40.3984112193379"
"PM41861","-3.77071665314939","40.3936723610877"
"PM41881","-3.78335150232605","40.3840252008517"
"PM41882","-3.78325448033891","40.3839688692963"
"PM41891","-3.79190440194558","40.3775884738224"
"PM41892","-3.79181391312505","40.3775272562006"
"PM42051","-3.73947906072066","40.4345002708575"
"PM42052","-3.73964470434859","40.4343591771632"
"PM423091","-3.77801464061795","40.4621439685159"
"PM42351","-3.74455445302967","40.4539957014775"
"PM42352","-3.74480290591407","40.4538710303886"
"PM42353","-3.74448178268772","40.4530943954598"
"PM43001","-3.69451790392514","40.4851682345336"
"PM43011","-3.69741157173107","40.4873700480937"
"PM43012","-3.6975387809175","40.4873435046636"
"PM430141","-3.68597732706114","40.5164157364134"
"PM43021","-3.69976907963784","40.4932135331289"
"PM43022","-3.69986924793683","40.4931605946545"
"PM43031","-3.70036084333853","40.4970428872679"
"PM43032","-3.7004697677619","40.497073225957"
"PM43151","-3.68533497138896","40.4802131932503"
"PM43152","-3.68541459721006","40.4802142781103"
"PM43201","-3.65982705446545","40.4823916148598"
"PM43202","-3.65979898523041","40.4824695774539"
"PM43221","-3.67237565648646","40.4835029240333"
"PM43222","-3.67235430020571","40.4834463794537"
"PM43223","-3.67213289760923","40.4842928252095"
