"Mes","mean"
"01",0.0383999893236959
"02",0.0144873692309784
"03",0.0663867121022063
"04",-0.00363411720145118
"05",0.0103066184662827
"06",-0.0248094835499985
"07",0.0699640428863688
"08",0.111713874233425
"09",-0.0372759222014885
"10",-0.0537336815520882
"11",-0.0969185151496664
"12",-0.0678664643131038
