"Mes","mean"
"01",0.305665318796813
"02",0.314185649019513
"03",0.293145701649872
"04",0.31301059574008
"05",0.310829737002437
"06",0.329102558054763
"07",0.292016083946157
"08",0.24649454439777
"09",0.316165507959672
"10",0.317453935113319
"11",0.312689211456707
"12",0.295777285775935
